Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Other Specialty Stores@$404.50@$424.00/$416.21@470,984@735,351@$419.73@$454.31/$251.51@31,309,490,024@23.68@25.69@$17.81@N/A@N/A@N/A@N/A@1.0
