Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@3.67@4.83@16.75@19.84
7 Days Ago@3.65@4.81@16.72@19.78
30 Days Ago@3.54@4.79@16.68@19.75
60 Days Ago@4.01@5.05@17.52@20.09
90 Days Ago@5.04@5.42@19.42@21.6
