ActivePositions@Holders@Shares
Increased Positions@333@6,980,010
Decreased Positions@384@7,875,394
Held Positions@75@34,736,622
Total Institutional Shares@792@49,592,026
New Positions@101@2,595,625
Sold Out Positions@146@2,615,799
