Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Other Specialty Stores@$269.00@$249.00/$244.18@462,883@1,214,472@$254.57@$368.83/$124.05@13,838,039,861@32.72@52.06@$7.51@N/A@N/A@N/A@N/A@1.0
