OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@9,682,286@232,468@2.46%@$2,998,314
BLACKROCK INC.@03/31/2020@7,868,095@443,250@5.97%@$2,436,513
FUNDSMITH LLP@03/31/2020@4,245,227@-346,672@-7.55%@$1,314,619
STATE STREET CORP@03/31/2020@3,801,209@29,361@0.778%@$1,177,120
BAMCO INC /NY/@03/31/2020@3,542,125@-227,932@-6.046%@$1,096,890
