OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@22,921,439@13,051,241@132.229%@$2,593,332
VANGUARD GROUP INC@03/31/2020@20,879,045@464,189@2.274%@$2,362,255
BLACKROCK INC.@03/31/2020@17,174,109@871,519@5.346%@$1,943,079
CAPITAL RESEARCH GLOBAL INVESTORS@03/31/2020@15,329,614@-388,454@-2.471%@$1,734,393
EAGLE CAPITAL MANAGEMENT LLC@03/31/2020@13,643,396@4,226,717@44.885%@$1,543,614
