Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta@SpecialDividendDate@SpecialDividendAmount@SpecialDividendPaymentDate
NASDAQ-GS@Consumer Services@Hotels/Resorts@$91.00@$110.50/$106.31@2,975,074@5,903,373@$113.14@$153.39/$46.56@34,646,745,907@38.3@136.31@$2.79@$1.92@Feb 27, 2020@Mar 31, 2020@1.78%@1.0@Feb 27, 2020@$0.48@Mar 31, 2020
