ActivePositions@Holders@Shares
Increased Positions@353@40,599,513
Decreased Positions@524@35,082,288
Held Positions@103@132,585,540
Total Institutional Shares@980@208,267,341
New Positions@108@13,129,097
Sold Out Positions@226@9,299,990
