Unnamed: 0|Unnamed: 0.1|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|symbol_x|period_x|cashAndCashEquivalents|shortTermInvestments|cashAndShortTermInvestments|netReceivables|inventory_x|otherCurrentAssets|totalCurrentAssets|propertyPlantEquipmentNet|goodwill|intangibleAssets|goodwillAndIntangibleAssets|longTermInvestments|taxAssets|otherNonCurrentAssets|totalNonCurrentAssets|otherAssets|totalAssets|accountPayables|shortTermDebt|taxPayables|deferredRevenue|otherCurrentLiabilities|totalCurrentLiabilities|longTermDebt|deferredRevenueNonCurrent|deferredTaxLiabilitiesNonCurrent|otherNonCurrentLiabilities|totalNonCurrentLiabilities|otherLiabilities|totalLiabilities|commonStock|retainedEarnings|accumulatedOtherComprehensiveIncomeLoss|othertotalStockholdersEquity|totalStockholdersEquity|totalLiabilitiesAndStockholdersEquity|totalInvestments|totalDebt|netDebt|Date_x|Start Date_x|End Date_x|symbol_y|period_y|netIncome_x|depreciationAndAmortization_x|deferredIncomeTax|stockBasedCompensation|changeInWorkingCapital|accountsReceivables|inventory_y|accountsPayables|otherWorkingCapital|otherNonCashItems|netCashProvidedByOperatingActivities|investmentsInPropertyPlantAndEquipment|acquisitionsNet|purchasesOfInvestments|salesMaturitiesOfInvestments|otherInvestingActivites|netCashUsedForInvestingActivites|debtRepayment|commonStockIssued|commonStockRepurchased|dividendsPaid|otherFinancingActivites|netCashUsedProvidedByFinancingActivities|effectOfForexChangesOnCash|netChangeInCash|cashAtEndOfPeriod|cashAtBeginningOfPeriod|operatingCashFlow|capitalExpenditure|freeCashFlow|Date_y|Start Date_y|End Date_y|symbol|period|revenue|costOfRevenue|grossProfit|grossProfitRatio|researchAndDevelopmentExpenses|generalAndAdministrativeExpenses|sellingAndMarketingExpenses|otherExpenses|operatingExpenses|costAndExpenses|interestExpense|depreciationAndAmortization_y|ebitda|ebitdaratio|operatingIncome|operatingIncomeRatio|totalOtherIncomeExpensesNet|incomeBeforeTax|incomeBeforeTaxRatio|incomeTaxExpense|netIncome_y|netIncomeRatio|eps|epsdiluted|weightedAverageShsOut|weightedAverageShsOutDil|Date_x.1|Start Date|End Date|prctChangeOPEN|TargetProbability|Date_y.1|No_Articles_x|Date|No_Articles_y
0|2015-06-29|86.51|86.94|85.62|85.67|2629926|USD|867|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|0.999|0.4730424018942236|Apr 1, 2016 9:09AM EDT|1|Apr 1, 2016 9:09AM EDT|1
1|2015-06-30|86.42|87.06|85.14|85.14|4520091|USD|868|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|0.989|0.474347273320434|Apr 1, 2019 1:00AM EDT|1|Apr 1, 2019 1:00AM EDT|1
2|2015-07-01|85.49|88.36|85.29|88.3|3078249|USD|869|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|1.029|0.474347273320435|Apr 1, 2019 3:30PM EDT|1|Apr 1, 2019 3:30PM EDT|1
3|2015-07-02|88.0|89.54|87.51|88.19|3954167|USD|870|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|0.807|0.4606892926696603|Apr 1, 2019 5:45AM EDT|1|Apr 1, 2019 5:45AM EDT|1
4|2015-07-06|71.0|74.29|71.0|72.96|3809713|USD|871|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|1.038|0.5457415789195809|Apr 1, 2020 9:47AM EDT|1|Apr 1, 2020 9:47AM EDT|1
5|2015-07-07|73.73|74.71|72.96|74.63|5794811|USD|872|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|1.008|0.5207622267775928|Apr 10, 2016 9:22AM EDT|1|Apr 10, 2016 9:22AM EDT|1
6|2015-07-08|74.3|75.5|74.04|75.4|4277461|USD|873|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|1.029|0.5082852190830374|Apr 10, 2019 1:00AM EDT|1|Apr 10, 2019 1:00AM EDT|1
7|2015-07-09|76.47|77.07|74.5|74.8|4267057|USD|874|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|0.981|0.4786165541744343|Apr 10, 2019 3:30PM EDT|1|Apr 10, 2019 3:30PM EDT|1
8|2015-07-10|75.05|77.8|75.0|77.31|4982979|USD|875|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|1.0590000000000002|0.4848490988537175|Apr 10, 2019 5:45AM EDT|1|Apr 10, 2019 5:45AM EDT|1
9|2015-07-13|79.5|79.7|77.91|78.83|9078901|USD|876|KHC|Q2|2147000000.0|417000000.0|2147000000.0|795000000.0|1162000000.0|68000000.0|4589000000.0|2253000000.0|14741000000.0|1657000000.0|16398000000.0|0.0|0.0|12822000000.0|31473000000.0|12289000000.0|36062000000.0|1509000000.0|10000000.0|171000000.0|3843000000.0|963000000.0|2653000000.0|13626000000.0|0.0|3843000000.0|639000000.0|18108000000.0|8347000000.0|29108000000.0|4000000.0|0.0|-719000000.0|7669000000.0|6954000000.0|36062000000.0|417000000.0|13636000000.0|11489000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|119000000.0|198000000.0|254000000.0|6000000.0|0.0|0.0|-80000000.0|13000000.0|1936000000.0|0.0|411000000.0|-163000000.0|0.0|0.0|0.0|313000000.0|150000000.0|-1963000000.0|0.0|-2147000000.0|-360000000.0|4091000000.0|-379000000.0|-333000000.0|-151000000.0|2147000000.0|2298000000.0|411000000.0|163000000.0|248000000.0|2015-06-28|2015-06-28|2015-09-27|KHC|Q2|5094000000.0|3166000000.0|1928000000.0|0.3784844915586965|0.0|934000000.0|0.0|0.0|934000000.0|4100000000.0|595000000.0|198000000.0|1151000000.0|0.22595210051|953000000.0|0.18708284255999996|0.0|152000000.0|0.029839026305499998|33000000.0|112000000.0|0.0219866509619|-0.66|-0.66|379000000.0|379000000.0|2015-06-28|2015-06-28|2015-09-27|0.999|0.39646678912871136|Apr 11, 2018 4:36AM EDT|1|Apr 11, 2018 4:36AM EDT|1
