Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.63@0.54@2.33@2.35
7 Days Ago@0.63@0.54@2.33@2.35
30 Days Ago@0.64@0.54@2.35@2.36
60 Days Ago@0.62@0.55@2.3@2.33
90 Days Ago@0.6@0.55@2.26@2.31
