Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Transportation@Air Freight/Delivery Services@$45.00@$46.10/$41.50@68,668,787@52,353,726@$48.69@$96.03/$17.80@12,858,884,017@12.03@-2.38@$3.68@N/A@N/A@N/A@N/A@1.0
