ActivePositions@Holders@Shares
Increased Positions@273@13,770,430
Decreased Positions@391@46,903,224
Held Positions@47@152,558,375
Total Institutional Shares@711@213,232,029
New Positions@106@3,222,141
Sold Out Positions@170@7,569,837
