OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@17,178,711@414,294@2.471%@$2,056,979
BLACKROCK INC.@03/31/2020@16,510,976@597,605@3.755%@$1,977,024
FMR LLC@03/31/2020@11,883,272@-2,809,110@-19.12%@$1,422,903
STATE STREET CORP@03/31/2020@11,082,433@121,299@1.107%@$1,327,011
BAKER BROS. ADVISORS LP@03/31/2020@8,760,794@502,726@6.088%@$1,049,017
