ActivePositions@Holders@Shares
Increased Positions@355@22,042,957
Decreased Positions@330@24,511,035
Held Positions@68@153,924,542
Total Institutional Shares@753@200,478,534
New Positions@79@4,995,106
Sold Out Positions@93@1,658,426
