OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@39,202,406@1,088,059@2.855%@$12,042,587
BLACKROCK INC.@03/31/2020@27,997,552@-711,011@-2.477%@$8,600,568
STATE STREET CORP@03/31/2020@18,351,393@-109,552@-0.593%@$5,637,364
FMR LLC@03/31/2020@11,525,780@669,088@6.163%@$3,540,604
BANK OF AMERICA CORP /DE/@03/31/2020@7,558,821@314,481@4.341%@$2,321,994
