Date@Items@documentLink
2020-05-28@['Item 2.02', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312520154276/d918657d8k.htm
2020-04-16@['Item 8.01', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312520110803/d903866d8k.htm
2020-04-15@['Item 8.01', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312520109082/d919166d8k.htm
2020-03-05@['Item 2.02', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312520063247/d875804d8k.htm
2020-01-24@['Item 5.03', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312520018115/d880773d8k.htm
2020-01-22@['Item 5.07']@/ix?doc=/Archives/edgar/data/909832/000119312520017134/d873620d8k.htm
2020-01-23@['Item 8.01', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312520014071/d704254d8k.htm
2019-12-12@['Item 2.02', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312519312824/d826784d8k.htm
2019-11-25@['Item 5.02']@/ix?doc=/Archives/edgar/data/909832/000119312519302315/d841545d8k.htm
2019-10-17@['Item 5.02', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312519270742/d816585d8k.htm
2019-10-18@['Item 8.01', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312519270170/d784705d8k.htm
2019-10-03@['Item 2.02', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312519261698/d814465d8k.htm
2019-08-13@['Item 8.01', 'Item 9.01']@/ix?doc=/Archives/edgar/data/909832/000119312519221072/d792584d8k.htm
2019-05-30@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312519161475/d753197d8k.htm
2019-04-26@['Item 5.03', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312519125993/d730783d8k.htm
2019-03-07@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312519067406/d710929d8k.htm
2019-01-24@['Item 5.07']@/Archives/edgar/data/909832/000119312519022426/d699746d8k.htm
2019-01-24@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312519017059/d696902d8k.htm
2018-12-13@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312518348921/d672004d8k.htm
2018-10-23@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312518308900/d645635d8k.htm
2018-10-24@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312518306510/d611814d8k.htm
2018-10-04@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312518293414/d586980d8k.htm
2018-08-17@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312518251830/d580516d8k.htm
2018-05-31@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312518180670/d585537d8k.htm
2018-04-24@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312518129200/d519487d8k.htm
2018-03-07@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312518073668/d528611d8k.htm
2018-01-30@['Item 5.07']@/Archives/edgar/data/909832/000119312518031999/d476310d8k.htm
2018-01-30@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312518026879/d531823d8k.htm
2018-01-08@['Item 5.02']@/Archives/edgar/data/909832/000119312518006983/d496076d8k.htm
2017-12-14@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312517369704/d493088d8k.htm
2017-10-30@['Item 5.03', 'Item 9.01']@/Archives/edgar/data/909832/000119312517330827/d482406d8k.htm
2017-10-30@['Item 5.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312517327404/d485001d8k.htm
2017-10-05@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312517304742/d466022d8k.htm
2017-07-31@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312517243839/d432796d8k.htm
2017-01-26@['Item 5.07']@/Archives/edgar/data/909832/000119312517196917/d385848d8ka.htm
2017-05-25@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312517184018/d403696d8k.htm
2017-05-09@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312517172294/d398248d8k.htm
2017-04-25@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312517139196/d323475d8k.htm
2017-03-17@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312517089659/d334685d8k.htm
2017-03-02@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312517069544/d355755d8k.htm
2017-01-26@['Item 5.07']@/Archives/edgar/data/909832/000119312517027552/d338705d8k.htm
2017-01-26@['Item 5.07']@/Archives/edgar/data/909832/000119312517025920/d338705d8k.htm
2017-01-27@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312517022779/d339483d8k.htm
2016-12-07@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312516787613/d296238d8k.htm
2016-12-06@['Item 5.02']@/Archives/edgar/data/909832/000119312516787609/d289248d8k.htm
2016-11-02@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312516758884/d280773d8k.htm
2016-10-25@['Item 5.02']@/Archives/edgar/data/909832/000119312516747484/d276215d8k.htm
2016-09-26@['Item 5.03', 'Item 9.01']@/Archives/edgar/data/909832/000119312516727544/d66078d8k.htm
2016-09-29@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312516725850/d272304d8k.htm
2016-07-25@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312516657523/d208703d8k.htm
2016-05-25@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312516603698/d196507d8k.htm
2016-05-06@['Item 5.02']@/Archives/edgar/data/909832/000119312516584001/d158612d8k.htm
2016-04-14@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312516543196/d183961d8k.htm
2016-03-02@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312516490672/d127653d8k.htm
2016-01-29@['Item 5.07']@/Archives/edgar/data/909832/000119312516450290/d10605d8k.htm
2016-01-29@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312516445771/d131322d8k.htm
2015-12-08@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312515398215/d101847d8k.htm
2015-10-28@['Item 5.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312515359478/d43386d8k.htm
2015-10-13@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312515344450/d13705d8k.htm
2015-09-29@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312515333175/d107846d8k.htm
2015-07-27@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312515265408/d63979d8k.htm
2015-05-27@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312515202323/d932777d8k.htm
2015-05-04@['Item 3.01']@/Archives/edgar/data/909832/000119312515177189/d923030d8k.htm
2015-05-01@['Item 5.02']@/Archives/edgar/data/909832/000119312515169348/d920302d8k.htm
2015-04-17@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312515137269/d911643d8k.htm
2015-02-27@['Item 1.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312515078956/d885985d8k.htm
2015-03-05@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312515077595/d886730d8k.htm
2015-02-05@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000110465915008878/a15-3543_48k.htm
2015-01-29@['Item 5.02', 'Item 5.07', 'Item 9.01']@/Archives/edgar/data/909832/000119312515033780/d865790d8k.htm
2015-01-29@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312515027733/d861654d8k.htm
2014-12-10@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312514438210/d834032d8k.htm
2014-12-03@['Item 5.02']@/Archives/edgar/data/909832/000119312514435036/d832617d8k.htm
2014-11-26@['Item 5.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312514428097/d828333d8k.htm
2014-10-28@['Item 5.02', 'Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312514386703/d810675d8k.htm
2014-10-08@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312514366091/d800668d8k.htm
2014-06-22@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312514246528/d748436d8k.htm
2014-05-29@['Item 2.02', 'Item 9.01']@/Archives/edgar/data/909832/000119312514215992/d735957d8k.htm
2014-04-29@['Item 8.01', 'Item 9.01']@/Archives/edgar/data/909832/000119312514170661/d720449d8k.htm
