ActivePositions@Holders@Shares
Increased Positions@1,024@17,386,743
Decreased Positions@927@18,946,927
Held Positions@218@273,917,284
Total Institutional Shares@2,169@310,250,954
New Positions@179@2,288,465
Sold Out Positions@106@1,425,961
