Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta@SpecialDividendDate@SpecialDividendAmount@SpecialDividendPaymentDate
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$78.00@$70.77/$68.33@6,929,612@8,619,076@$69.43@$75.97/$44.59@54,496,436,232@35.01@28.07@$2.02@$0.41@Apr 14, 2020@May 6, 2020@0.59%@1.0@Apr 14, 2020@$0.41@May 6, 2020
