OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@60,384,033@1,695,678@2.889%@$4,192,463
CAPITAL INTERNATIONAL INVESTORS@03/31/2020@59,362,226@2,295,133@4.022%@$4,121,519
FMR LLC@03/31/2020@58,188,960@-9,967,528@-14.624%@$4,040,059
BLACKROCK INC.@03/31/2020@52,051,234@2,149,264@4.307%@$3,613,917
CAPITAL WORLD INVESTORS@03/31/2020@42,795,798@-10,654,238@-19.933%@$2,971,312
