ActivePositions@Holders@Shares
Increased Positions@561@72,825,542
Decreased Positions@439@78,409,746
Held Positions@110@533,653,903
Total Institutional Shares@1,110@684,889,191
New Positions@183@27,301,067
Sold Out Positions@94@13,827,689
