ActivePositions@Holders@Shares
Increased Positions@184@81,370,978
Decreased Positions@172@52,879,429
Held Positions@37@265,791,519
Total Institutional Shares@393@400,041,926
New Positions@61@12,952,545
Sold Out Positions@70@12,091,896
