OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BAILLIE GIFFORD & CO@03/31/2020@41,666,786@-4,284,620@-9.324%@$1,230,004
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@33,926,092@1,949,269@6.096%@$1,001,498
BLACKROCK INC.@03/31/2020@28,294,503@4,944,325@21.175%@$835,254
MORGAN STANLEY@03/31/2020@25,174,721@12,037,546@91.63%@$743,158
VANGUARD GROUP INC@03/31/2020@16,617,942@619,106@3.87%@$490,562
