Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Broadcasting@N/A@$31.36/$30.26@613,936@1,349,169@$31.68@$38.84/$19.13@18,316,884,248@14.18@N/A@$2.14@$0.46@Mar 3, 2020@Apr 1, 2020@1.52%@1.0
