Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.49@0.56@2.05@2.35
7 Days Ago@0.49@0.56@2.05@2.35
30 Days Ago@0.49@0.56@2.05@2.35
60 Days Ago@0.49@0.56@2.05@2.35
90 Days Ago@0.49@0.56@1.86@2.34
