OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@71,106,818@1,689,042@2.433%@$3,049,060
BLACKROCK INC.@03/31/2020@45,116,444@1,577,504@3.623%@$1,934,593
BANK OF NEW YORK MELLON CORP@03/31/2020@30,939,619@-1,215,095@-3.779%@$1,326,691
STATE STREET CORP@03/31/2020@29,124,815@-1,296,809@-4.263%@$1,248,872
BANK OF AMERICA CORP /DE/@03/31/2020@12,499,607@-348,242@-2.711%@$535,983
