Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@RETAIL: Building Materials@$40.00@$43.09/$42.22@1,993,084@4,705,795@$42.88@$43.19/$26.71@24,654,124,896@30.96@32.24@$1.39@$1.00@Apr 27, 2020@May 26, 2020@2.34%@1.0
