ActivePositions@Holders@Shares
Increased Positions@316@27,724,928
Decreased Positions@463@33,455,267
Held Positions@140@413,653,090
Total Institutional Shares@919@474,833,285
New Positions@80@8,338,612
Sold Out Positions@101@3,734,161
