OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BAILLIE GIFFORD & CO@03/31/2020@12,076,416@-1,750,563@-12.66%@$11,471,629
CAPITAL WORLD INVESTORS@03/31/2020@10,714,131@19,719@0.184%@$10,177,567
VANGUARD GROUP INC@03/31/2020@8,662,781@257,460@3.063%@$8,228,949
BLACKROCK INC.@03/31/2020@7,213,587@507,732@7.571%@$6,852,331
FMR LLC@03/31/2020@4,615,556@-656,705@-12.456%@$4,384,409
