ActivePositions@Holders@Shares
Increased Positions@441@13,837,598
Decreased Positions@418@16,166,684
Held Positions@137@119,079,971
Total Institutional Shares@996@149,084,253
New Positions@138@4,326,551
Sold Out Positions@86@786,326
