OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@12,004,542@342,855@2.94%@$6,486,774
BLACKROCK INC.@03/31/2020@11,132,267@-37,606@-0.337%@$6,015,432
CAPITAL INTERNATIONAL INVESTORS@03/31/2020@10,680,270@-571,003@-5.075%@$5,771,191
TCI FUND MANAGEMENT LTD@03/31/2020@10,444,772@270,500@2.659%@$5,643,937
STATE STREET CORP@03/31/2020@6,907,706@-175,882@-2.483%@$3,732,648
