Firm@To Grade@From Grade@Action
Morgan Stanley@Equal-weight@@init
Bank of America@Underperform@@init
UBS@Buy@Neutral@up
Barclays@Equal-Weight@@init
Deutsche Bank@Buy@Hold@up
Jefferies@Buy@@main
Canaccord Genuity@Hold@@init
Nomura@Neutral@@main
Jefferies@Buy@@main
William Blair@Outperform@Market Perform@up
Credit Suisse@Outperform@@init
Cowen & Co.@Outperform@@init
Oppenheimer@Outperform@Perform@up
Deutsche Bank@Buy@@main
Goldman Sachs@Conviction Buy@Buy@up
Canaccord Genuity@Buy@Hold@up
Macquarie@Outperform@@main
Macquarie@Outperform@@main
Barclays@Overweight@Equal-Weight@up
Nomura@Neutral@@main
Evercore Partners@Equal-Weight@@init
JP Morgan@Overweight@@main
Nomura@Neutral@@main
Barclays@Overweight@@main
Bernstein@Market Perform@@init
Macquarie@Outperform@@main
Macquarie@Neutral@Outperform@down
BMO Capital@Outperform@@init
JP Morgan@Overweight@@main
Nomura@Neutral@@main
Evercore Partners@Overweight@Equal-Weight@up
Citigroup@Neutral@@main
Citigroup@Neutral@@main
Macquarie@Neutral@@main
Barclays@Overweight@@main
Argus Capital@Buy@Hold@up
Jefferies@Buy@Hold@up
Macquarie@Outperform@@up
RBC Capital@Outperform@Sector Perform@up
HSBC@Neutral@@init
Goldman Sachs@Buy@Neutral@up
Jefferies@Buy@@main
Citigroup@Buy@Neutral@up
Citigroup@Buy@@main
BTIG Research@Buy@Neutral@up
Jefferies@Buy@@main
Pacific Crest@Overweight@@main
Citigroup@Buy@@main
Macquarie@Neutral@Outperform@down
Citigroup@Buy@@main
Buckingham Research@Buy@@init
Barclays@Overweight@@main
Macquarie@Neutral@@main
DA Davidson@Buy@@init
Macquarie@Neutral@@main
Pacific Crest@Overweight@@main
Deutsche Bank@Buy@@init
FBR Capital@Market Perform@@init
Bernstein@Market Perform@@main
Macquarie@Neutral@@init
Barclays@Overweight@@main
Citigroup@Buy@@main
Nomura@Neutral@Buy@down
Deutsche Bank@Buy@@main
Jefferies@Buy@@main
Barclays@Overweight@@main
Citigroup@Buy@@main
Deutsche Bank@Buy@@main
Pacific Crest@Overweight@@main
Morgan Stanley@Overweight@@main
FBR Capital@Market Perform@@main
BTIG Research@Buy@@main
Buckingham Research@Buy@@main
Wells Fargo@Outperform@Market Perform@up
Goldman Sachs@Buy@@main
Deutsche Bank@Hold@Buy@down
Deutsche Bank@Hold@@main
Deutsche Bank@Hold@@main
BTIG Research@Buy@@main
Bank of America@Underperform@@main
UBS@Buy@@main
Jefferies@Buy@@main
Deutsche Bank@Buy@Hold@up
HSBC@Buy@Hold@up
Moffett Nathanson@Buy@Neutral@up
Macquarie@Outperform@Neutral@up
Morgan Stanley@Overweight@@main
Raymond James@Strong Buy@Outperform@up
Bank of America@Underperform@Underperform@main
Wells Fargo@Market Perform@Outperform@down
Citigroup@Buy@Buy@main
Wells Fargo@Outperform@Market Perform@up
Wells Fargo@Outperform@Outperform@main
Nomura@Neutral@Neutral@main
Raymond James@Strong Buy@Strong Buy@main
KeyBanc@Overweight@Overweight@main
Nomura@Neutral@Neutral@main
Nomura@Neutral@@main
Raymond James@Strong Buy@@main
Oppenheimer@Perform@Outperform@down
KeyBanc@Overweight@@main
Raymond James@Strong Buy@@main
Raymond James@Strong Buy@@main
HSBC@Hold@Buy@down
Nomura Instinet@Buy@Neutral@up
KeyBanc@Overweight@@main
Nomura Instinet@Buy@@main
Argus Research@Buy@@main
UBS@Buy@@main
Raymond James@Outperform@Strong Buy@down
Wells Fargo@Overweight@@main
Raymond James@Outperform@@main
KeyBanc@Overweight@@main
Nomura Instinet@Buy@@main
Citigroup@Buy@@main
KeyBanc@Overweight@@main
Raymond James@Outperform@@reit
Guggenheim@Neutral@Buy@down
