Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Public Utilities@Telecommunications Equipment@$110.00@$103.06/$101.77@2,880,322@5,554,251@$104.46@$105.11/$63.50@127,246,566,359@25.3@30.54@$4.07@N/A@N/A@N/A@N/A@1.0
