OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
FMR LLC@03/31/2020@36,517,847@3,245,708@9.755%@$3,814,654
VANGUARD GROUP INC@03/31/2020@28,272,601@634,020@2.294%@$2,953,356
BLACKROCK INC.@03/31/2020@27,748,899@637,141@2.35%@$2,898,650
CAPITAL WORLD INVESTORS@03/31/2020@24,320,830@-7,483,978@-23.531%@$2,540,554
STATE STREET CORP@03/31/2020@17,741,840@956,141@5.696%@$1,853,313
