ActivePositions@Holders@Shares
Increased Positions@423@60,208,103
Decreased Positions@414@42,600,973
Held Positions@106@269,075,144
Total Institutional Shares@943@371,884,220
New Positions@136@15,553,411
Sold Out Positions@125@7,612,885
