tweet|covering_link
"Apple has barely talked about AR at all during this year’s WWDC 
keynote...but there are some new pieces that could help with a future 
headset. Here’s what’s coming. "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWptcmVQOGo0QU1FUWZpdzF6MDlWaDRLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Exclusive on DOJ looking at antitrust investigation of @Apple 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWptcmVQOGo0QU1FUWZpdzF6MDlWaDRLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
 via @politico|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWptcmVQOGo0QU1FUWZpdzF6MDlWaDRLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Cisco Adds New Security Features to Webex, Patches Serious Vulnerabilities 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfekpDQ2tJQU1FVnVRUDRsRWk0eUlLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Cisco debuts expanded security capabilities, new integrations for Webex 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfekpDQ2tJQU1FVnVRUDRsRWk0eUlLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
 |https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfekpDQ2tJQU1FVnVRUDRsRWk0eUlLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"More great @Webex news! We’re expanding capacity, enhancing security, 
including new integrations, and helping our IT leaders with more insights. 
#RemoteWork #CiscoLive "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfekpDQ2tJQU1FVnVRUDRsRWk0eUlLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"It's day three of #WWDC20 and there's still a lot to unpack. Spatial Audio 
on AirPods Pro, the move to Silicon, impressive search on the iPad and 
opening up the uniformity of iOS still stand out to me the most."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlUMXN5QmtJQU1FWS0tZ0FsaFhhdTBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"GOOD MORNING and Happy HUMP DAY! Here are your @cheddar business headlines 
for June 24 - @Twitter making #ElectionDay a paid holiday for employees - 
@peacockTV will launch on Google devices on July 15th - Apple adds charging 
feature to extend the life of AirPods "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlUMXN5QmtJQU1FWS0tZ0FsaFhhdTBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"AirPods will now automatically switch between devices by recognizing if you 
put down your phone and pick up your iPad. Or if you’re on your iPad and 
you get a phone call, it’ll switch back to the phone. That’s the type of 
experience only a complete ecosystem can create."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlUMXN5QmtJQU1FWS0tZ0FsaFhhdTBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
Spatial audio coming to AirPod Pros. That's a nice post-release update|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlUMXN5QmtJQU1FWS0tZ0FsaFhhdTBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Former eBay CEO Devin Wenig didn't like a 164-word Wall Street Journal 
article about his compensation. “F— them,” he texted a colleague, according 
to an FBI affidavit. “The journal is next on the list.” 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfdy02Q2tJQU1FYkhwcm1ZVW5LbVFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"eBay confirms that ex-CEO Devin Wenig is the person who allegedly ordered 
six eBay employees to initiate a cyberstalking campaign; Wenig is not being 
charged "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfdy02Q2tJQU1FYkhwcm1ZVW5LbVFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Devin Wenig statement: ""As confirmed by [eBay] following a thorough, 
independent investigation, I did not direct or know anything about the acts 
that have been charged in Boston. I have spent my career defending press 
freedoms. What these charges allege is unconscionable."""|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfdy02Q2tJQU1FYkhwcm1ZVW5LbVFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"this horrifying eBay story has been going around today but one thing that 
hasn't been picked up on too much is that eBay CEO Devin Wenig seems to 
have helped direct this whole thing. There is another shoe that's going to 
drop "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpfdy02Q2tJQU1FYkhwcm1ZVW5LbVFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"I will say that, as a parent who's currently WFH, @bioware and @ea have 
been incredible about support. The message from the top has always been 
very focused on taking care of ourselves and our families. It's been a lot 
easier than it otherwise could've been."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWloM1kyRGtJQU1FUnFnMFk2NEhOMkNLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"From EA's Investor Fireside Chat today: ""Apex Legends in soft launch by the 
end of this year (on mobile)"". (Thanks @ApexLatest for the video) 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWloM1kyRGtJQU1FUnFnMFk2NEhOMkNLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"EA is bringing 7 games to Switch in the next 12 months. It's already 
confirmed: Burnout Paradise FIFA 21 Apex Legends Lost In Random I'll give 
you a few more minutes to guess the other three."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWloM1kyRGtJQU1FUnFnMFk2NEhOMkNLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Star Wars: Squadrons, FIFA 21, Apex Legends y el regreso de Skate 
protagonizan EA Play Live 2020 "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWloM1kyRGtJQU1FUnFnMFk2NEhOMkNLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
" #tecnología via 
europapress"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWloM1kyRGtJQU1FUnFnMFk2NEhOMkNLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Former eBay CEO Devin Wenig didn't like a 164-word Wall Street Journal 
article about his compensation. “F— them,” he texted a colleague, according 
to an FBI affidavit. “The journal is next on the list.” 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlSZzVhQmtJQU1FU1Y2TG5FZkZRZndLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"eBay confirms that ex-CEO Devin Wenig is the person who allegedly ordered 
six eBay employees to initiate a cyberstalking campaign; Wenig is not being 
charged "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlSZzVhQmtJQU1FU1Y2TG5FZkZRZndLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Devin Wenig statement: ""As confirmed by [eBay] following a thorough, 
independent investigation, I did not direct or know anything about the acts 
that have been charged in Boston. I have spent my career defending press 
freedoms. What these charges allege is unconscionable."""|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlSZzVhQmtJQU1FU1Y2TG5FZkZRZndLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"this horrifying eBay story has been going around today but one thing that 
hasn't been picked up on too much is that eBay CEO Devin Wenig seems to 
have helped direct this whole thing. There is another shoe that's going to 
drop "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlSZzVhQmtJQU1FU1Y2TG5FZkZRZndLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"I am so hyped right now, this is so much more than I would have guessed 
after the initial trailer leak, this has temendous potential Star Wars: 
Squadrons - FULL Gameplay Reveal Presentation | EA Play 2020 
"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
 via @YouTube|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"Our Angry Reaction to the Gameplay Trailer for the upcoming new @EAStarWars 
Game, Star Wars: Squadrons! The one bright spot in the EA Plays 2020 
Digital Press Conference! Looks AWESOME! "|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
" RT Plz! 
"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"So I think I want to go all in for Star Wars Squadrons and get a flight 
stick and whatever else I may need (not VR cause mah glasses). 1. What are 
some good flight stick options? 2. What are some great space flight games I 
can play in the meantime? 3. Thank you ❤️"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"Star Wars: Squadrons, FIFA 21, Apex Legends y el regreso de Skate 
protagonizan EA Play Live 2020 "|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
" #tecnología via 
europapress"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWktOGZqLWo0QU1FWDlna3k1eGZWY0tFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"I am so hyped right now, this is so much more than I would have guessed 
after the initial trailer leak, this has temendous potential Star Wars: 
Squadrons - FULL Gameplay Reveal Presentation | EA Play 2020 
"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
 via @YouTube|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"Our Angry Reaction to the Gameplay Trailer for the upcoming new @EAStarWars 
Game, Star Wars: Squadrons! The one bright spot in the EA Plays 2020 
Digital Press Conference! Looks AWESOME! "|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
" RT Plz! 
"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"So I think I want to go all in for Star Wars Squadrons and get a flight 
stick and whatever else I may need (not VR cause mah glasses). 1. What are 
some good flight stick options? 2. What are some great space flight games I 
can play in the meantime? 3. Thank you ❤️"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
"Star Wars: Squadrons, FIFA 21, Apex Legends y el regreso de Skate 
protagonizan EA Play Live 2020 "|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
" #tecnología via 
europapress"|https://news.google.com/stories/CAAqaAgKImJDQklTUXpvSmMzUnZjbmt0TXpZd1NqWUtFUWo4elBEOWo0QU1FVk84dlZFTnoyV2NFaUZGUVNCaGJtNXZkVzVqWlhNZ1UzUmhjaUJYWVhKek9pQlRjWFZoWkhKdmJuTW9BQVAB?hl=en-US&gl=US&ceid=US%3Aen
Skate is Back! |https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlzdVpxQ2tJQU1FYlRXdjhJSUlVNnJLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"I am so hyped right now, this is so much more than I would have guessed 
after the initial trailer leak, this has temendous potential Star Wars: 
Squadrons - FULL Gameplay Reveal Presentation | EA Play 2020 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlzdVpxQ2tJQU1FYlRXdjhJSUlVNnJLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
 via @YouTube|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlzdVpxQ2tJQU1FYlRXdjhJSUlVNnJLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Our Angry Reaction to the Gameplay Trailer for the upcoming new @EAStarWars 
Game, Star Wars: Squadrons! The one bright spot in the EA Plays 2020 
Digital Press Conference! Looks AWESOME! "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlzdVpxQ2tJQU1FYlRXdjhJSUlVNnJLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
" RT Plz! 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlzdVpxQ2tJQU1FYlRXdjhJSUlVNnJLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"So I think I want to go all in for Star Wars Squadrons and get a flight 
stick and whatever else I may need (not VR cause mah glasses). 1. What are 
some good flight stick options? 2. What are some great space flight games I 
can play in the meantime? 3. Thank you ❤️"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlzdVpxQ2tJQU1FYlRXdjhJSUlVNnJLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
Go all out in #Madden21 Pre-order now 🏈 |https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpjOVB1QmtJQU1FYXgzZUY0cDdudUFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
" 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpjOVB1QmtJQU1FYXgzZUY0cDdudUFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Lamar Jackson’s next obstacles: More prepared defenses, uncertainty along 
the interior offensive line, abbreviated preparation and the Madden curse? 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpjOVB1QmtJQU1FYXgzZUY0cDdudUFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Lamar Jackson need not worry about the “Madden Curse"", as it might be 
finished, per @ESPNStatsInfo. 🏈Patrick Mahomes - Madden 20 - won Super 
Bowl LIV. 🏈Antonio Brown - Madden 19 - led NFL in Rec TD (15). 🏈Tom Brady 
- Madden 18 - lost Super Bowl LII, but Brady won NFL MVP."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpjOVB1QmtJQU1FYXgzZUY0cDdudUFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"The Ravens and Lamar Jackson should be thrilled.. not concerned...that 
Lamar is on the Madden cover if recent history is a guide 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpjOVB1QmtJQU1FYXgzZUY0cDdudUFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"PlayStation 5 Price: 499€? Digital Edition: 399€? Not bad 👌 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpJaG9pQ2tJQU1FUnhwWC0zWVJpZ09LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Apparently the update program for PS4>PS5 software copies will be done at 
the publisher's own discretion, but SIE stated that they will flexibly 
support these upgrades even in Japan as well (note that it's still unknown 
whether they deal with PS4>PS5DE) "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpJaG9pQ2tJQU1FUnhwWC0zWVJpZ09LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
" 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpJaG9pQ2tJQU1FUnhwWC0zWVJpZ09LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"“There's no bigger selling point for the upcoming @PlayStation 5 than 
Spider-Man: Miles Morales...@Marvel's Spider-Man is notable for drawing a 
great deal of inspiration from the comics...we assume #MilesMoralesPS5 will 
be no different.” Via @IGN = "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpJaG9pQ2tJQU1FUnhwWC0zWVJpZ09LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
 |https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpJaG9pQ2tJQU1FUnhwWC0zWVJpZ09LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"🚨ACCOUNT WIN🚨 Omnicom's eg+ Worldwide wins global production account for 
PlayStation. The shop will aid creative work by adamandeveDDB. @PlayStation 
@Omnicom @egplusworldwide "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWpJaG9pQ2tJQU1FUnhwWC0zWVJpZ09LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Square Enix Confirms MARVEL’s Avengers for PS5 and Xbox Series X 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWoxcFlEWGo0QU1FVmVncWc4YUhreXBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Today would be an excellent day to fire up your OG @Xbox and play the first 
couple @Halo missions. I’m just saying."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWoxcFlEWGo0QU1FVmVncWc4YUhreXBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"A Final Prediction On The Price Of PS5 And Xbox Series X: A Tie via @forbes 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWoxcFlEWGo0QU1FVmVncWc4YUhreXBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Playing the Ignition Series x G2 VALORANT Invitational with team @izaklive 
tune in !!! "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWoxcFlEWGo0QU1FVmVncWc4YUhreXBLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"I will say that, as a parent who's currently WFH, @bioware and @ea have 
been incredible about support. The message from the top has always been 
very focused on taking care of ourselves and our families. It's been a lot 
easier than it otherwise could've been."|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWo5aUp6V2o0QU1FZDNjX0VGdnk5RXFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"EA “Doubling Down” On Star Wars Games After Jedi: Fallen Order Success|from 
@JimmyStarsWorld "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWo5aUp6V2o0QU1FZDNjX0VGdnk5RXFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"From EA's Investor Fireside Chat today: ""Apex Legends in soft launch by the 
end of this year (on mobile)"". (Thanks @ApexLatest for the video) 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWo5aUp6V2o0QU1FZDNjX0VGdnk5RXFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"It's #MsetoHiphopTuesday On #MamboMseto. Unapenda ngoma gani ya HipHop ya 
EA, request zije @djflashkenya Put on some dancing shoes na kaende 
kakiendanga!!!!! "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWo5aUp6V2o0QU1FZDNjX0VGdnk5RXFLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"JUST IN: Another 1.5 million filed for unemployment last week Here’s your 
@cheddar headlines for June 18. - Hong Kong Disneyland to reopen today - 
@Twitter testing audio tweets on iOS - @GileadSciences to enroll pediatric 
patients in remdesivir study "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlpMGFHRGtJQU1FUl9CTjFvUThuallLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"NEW: GILEAD $GILD designed and will soon enroll Phase 2/3 pediatric trial 
of Remdesivir, for ""50 pediatric patients with moderate-to-severe COVID-19, 
including newborns through adolescents."" "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlpMGFHRGtJQU1FUl9CTjFvUThuallLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Indeed. ""AI is a general-purpose technology that can be used to automate a 
great many tasks, including ones that should not be undertaken in the first 
place."" @sidneyfussell "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlCOWNlQ2tJQU1FYzZKcEt0WkVNYU9LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"A Black man in Detroit was wrongfully arrested by police who mis-identified 
him with a false facial recognition hit. Robert Williams was held in police 
custody for a day. It's the first publicly reported case of AI resulting in 
a false arrest in the US. "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlCOWNlQ2tJQU1FYzZKcEt0WkVNYU9LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Google releases experimental TensorFlow module that tests the privacy of AI 
models "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlCOWNlQ2tJQU1FYzZKcEt0WkVNYU9LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Enjoyed those discussions - the bits that I caught - and then the bits of 
the bits that I caught that I understood. Great to hear AI discussion 
covering ethics. BelTech Day 3 "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlCOWNlQ2tJQU1FYzZKcEt0WkVNYU9LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
 trí @YouTube|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWlCOWNlQ2tJQU1FYzZKcEt0WkVNYU9LQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"millions of unwanted HCQ doses for Covid-19, and Lupus Foundation survey 
today finds 55% of those taking antimalarials for FDA-approved reasons 
reported having difficulty accessing their prescription of 
hydroxychloroquine or chloroquine from March thru May 
"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWppNlp5QmtJQU1FZjlXTTRWMVZmSHdLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"⚠️3 reversals highlight challenges of #COVID19 science ▶️FDA’s politically 
motivated authorization of HCQ ▶️Antibody tests ▶️Paper retractions 
“Science is hard. It's harder when politics gets in the way.” Great piece 
by my friend @DShaywitz @StacezMcKee "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWppNlp5QmtJQU1FZjlXTTRWMVZmSHdLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"FDA chief at House E&C hearing: Agency has begun reviewing its coronavirus 
response. (Lots to look at: about-face on hydroxychloroquine, clawback of 
unreviewed antibody tests, etc.)"|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWppNlp5QmtJQU1FZjlXTTRWMVZmSHdLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
"Hydroxychloroquine trial stopped by NIH after finding no benefit for Covid 
patients. These results probably informed the FDA’s decision last week to 
revoke the emergency use authorization the agency had previously granted 
for the drug’s use in this setting "|https://news.google.com/stories/CAAqOQgKIjNDQklTSURvSmMzUnZjbmt0TXpZd1NoTUtFUWppNlp5QmtJQU1FZjlXTTRWMVZmSHdLQUFQAQ?hl=en-US&gl=US&ceid=US%3Aen
