OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@188,828,724@4,806,611@2.612%@$43,694,967
BLACKROCK INC.@03/31/2020@159,221,271@1,881,299@1.196%@$36,843,802
FMR LLC@03/31/2020@124,247,137@824,748@0.668%@$28,750,788
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@108,819,909@989,404@0.918%@$25,180,927
STATE STREET CORP@03/31/2020@95,449,004@1,132,053@1.2%@$22,086,900
