ActivePositions@Holders@Shares
Increased Positions@1,475@112,300,350
Decreased Positions@1,180@85,400,531
Held Positions@207@1,695,743,880
Total Institutional Shares@2,862@1,893,444,761
New Positions@213@18,024,902
Sold Out Positions@209@9,698,793
