Firm@To Grade@From Grade@Action
JP Morgan@Neutral@@down
Bank oferica@Underperform@@main
JP Morgan@Underweight@@down
Citigroup@Buy@@main
Citigroup@Buy@@main
Citigroup@Neutral@Buy@down
JP Morgan@Underweight@@main
Stifel Nicolaus@Buy@@main
PiperJaffray@Overweight@@main
Citigroup@Neutral@@main
Susquehanna@Positive@Neutral@up
Barclays@Overweight@@main
DA Davidson@Buy@@init
Barclays@Equal-Weight@Overweight@down
UBS@Buy@@main
DA Davidson@Buy@@main
PiperJaffray@Overweight@@main
Citigroup@Neutral@@main
Cowen & Co.@Outperform@Neutral@up
Standpoint Research@Hold@Buy@down
Deutsche Bank@Buy@@main
CLSA@Buy@Outperform@up
Bank of America@Buy@Underperform@up
RBC Capital@Outperform@@init
RBC Capital@Outperform@@init
Stifel Nicolaus@Buy@@main
Northland Securities@Outperform@@init
JP Morgan@Overweight@@init
Stifel Nicolaus@Buy@@main
Goldman Sachs@Buy@Neutral@up
DA Davidson@Buy@@main
Stifel Nicolaus@Buy@@main
Susquehanna@Neutral@Positive@down
DA Davidson@Buy@@main
Stifel Nicolaus@Buy@@main
RBC Capital@Sector Perform@Outperform@down
Nomura@Buy@@init
ISI Group@Strong Buy@@init
Citigroup@Hold@@main
Credit Suisse@Outperform@@main
Deutsche Bank@Buy@@main
Pacific Crest@Outperform@@main
Nomura@Buy@@main
Citigroup@Neutral@@main
Deutsche Bank@Buy@@main
Nomura@Buy@@main
Jefferies@Buy@@main
Citigroup@Neutral@@main
Credit Suisse@Outperform@@main
JP Morgan@Overweight@@main
Jefferies@Buy@@main
Berenberg@Buy@@init
Bank of America@Buy@@main
Deutsche Bank@Buy@@main
Stifel Nicolaus@Buy@@main
Nomura@Buy@@main
Citigroup@Buy@@main
DA Davidson@Buy@@main
JP Morgan@Overweight@@main
KeyBanc@Overweight@@main
Susquehanna@Neutral@@main
Pacific Crest@Overweight@@main
Susquehanna@Neutral@@main
CLSA@Buy@Outperform@up
RBC Capital@Underperform@Sector Perform@down
KeyBanc@Overweight@@main
Morgan Stanley@Overweight@@init
RBC Capital@Outperform@@init
Deutsche Bank@Buy@@main
UBS@Buy@@main
Stifel Nicolaus@Buy@@main
Pacific Crest@Overweight@@main
Morgan Stanley@Overweight@@main
Citigroup@Buy@@main
Nomura@Neutral@Buy@down
Citigroup@Buy@@main
Citigroup@Buy@@main
DA Davidson@Buy@@main
Pacific Crest@Sector Weight@Overweight@down
Goldman Sachs@Buy@Neutral@up
Pacific Crest@Overweight@Sector Weight@up
Citigroup@Neutral@Buy@down
Citigroup@Neutral@@main
Morgan Stanley@Overweight@@main
Credit Suisse@Outperform@@main
Bank of America@Buy@@main
Argus@Buy@@main
Instinet@Buy@Neutral@up
Susquehanna@Positive@Neutral@up
KeyBanc@Overweight@Overweight@main
Morgan Stanley@Overweight@Overweight@main
JP Morgan@Overweight@Overweight@main
KeyBanc@Overweight@Overweight@main
KeyBanc@Overweight@Overweight@main
Stifel Nicolaus@Buy@Buy@main
Credit Suisse@Outperform@Outperform@main
B. Riley FBR@Buy@@main
B. Riley FBR@Buy@@main
B. Riley FBR@Buy@Buy@main
Citigroup@Buy@Neutral@up
Bank of America@Buy@Buy@main
RBC Capital@Sector Perform@Outperform@down
UBS@Buy@Neutral@up
Citigroup@Buy@Buy@main
KeyBanc@Overweight@Overweight@main
JP Morgan@Overweight@Overweight@main
Stifel Nicolaus@Buy@Buy@main
Morgan Stanley@Overweight@Overweight@main
Citigroup@Buy@Buy@main
Bank of America@Neutral@Buy@down
Goldman Sachs@Neutral@Buy@down
Citigroup@Buy@Buy@main
UBS@Neutral@Buy@down
Mizuho@Neutral@Buy@down
Deutsche Bank@Hold@Buy@down
KeyBanc@Overweight@Overweight@main
Susquehanna@Neutral@Positive@down
B. Riley FBR@Neutral@Buy@down
RBC Capital@Outperform@Sector Perform@up
Morgan Stanley@Equal-Weight@Overweight@down
Deutsche Bank@Hold@Hold@main
B. Riley FBR@Buy@Neutral@up
KeyBanc@Overweight@Overweight@main
Deutsche Bank@Hold@Hold@main
UBS@Neutral@Neutral@main
B. Riley FBR@Buy@Buy@main
Evercore ISI Group@In-Line@Outperform@down
DA Davidson@Neutral@Buy@down
Goldman Sachs@Buy@Neutral@up
KeyBanc@Overweight@@main
Wells Fargo@Market Perform@@main
Evercore ISI Group@Outperform@In-Line@up
Wells Fargo@Market Perform@@main
Citigroup@Buy@@main
B. Riley@Buy@@main
KeyBanc@Overweight@@main
Citi@Buy@@main
Needham@Buy@@main
Nomura@Neutral@@main
Cowen & Co.@Outperform@@main
B. Riley@Buy@@main
RBC Capital@Outperform@@main
Morgan Stanley@Equal-Weight@@main
Stifel Nicolaus@Buy@@main
Deutsche Bank@Hold@@main
Citigroup@Buy@@main
UBS@Sell@Neutral@down
KeyBanc@Overweight@@main
Morgan Stanley@Equal-Weight@@main
Wells Fargo@Equal-Weight@@main
B of A Securities@Buy@Neutral@up
Needham@Buy@@main
