Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@1.1@1.12@4.78@4.86
7 Days Ago@1.1@1.12@4.78@4.86
30 Days Ago@1.1@1.12@4.78@4.85
60 Days Ago@1.18@1.17@4.82@4.91
90 Days Ago@1.25@1.24@4.99@4.99
