OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@33,706,645@1,060,036@3.247%@$2,062,510
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@31,133,962@2,338,850@8.122%@$1,905,087
BLACKROCK INC.@03/31/2020@22,958,660@959,483@4.361%@$1,404,840
STATE STREET CORP@03/31/2020@11,749,943@78,267@0.671%@$718,979
BANK OF NEW YORK MELLON CORP@03/31/2020@11,499,220@-270,298@-2.297%@$703,637
