ActivePositions@Holders@Shares
Increased Positions@975@43,561,979
Decreased Positions@758@20,575,770
Held Positions@132@367,814,802
Total Institutional Shares@1,865@431,952,551
New Positions@246@4,126,167
Sold Out Positions@118@1,599,716
