Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@1.97@2.16@8.12@9.88
7 Days Ago@1.97@2.16@8.09@9.83
30 Days Ago@1.79@2.05@7.59@9.13
60 Days Ago@1.77@2.07@7.55@9.09
90 Days Ago@1.87@2.16@7.84@9.3
