|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|symbol_x|period_x|cashAndCashEquivalents|shortTermInvestments|cashAndShortTermInvestments|netReceivables|inventory_x|otherCurrentAssets|totalCurrentAssets|propertyPlantEquipmentNet|goodwill|intangibleAssets|goodwillAndIntangibleAssets|longTermInvestments|taxAssets|otherNonCurrentAssets|totalNonCurrentAssets|otherAssets|totalAssets|accountPayables|shortTermDebt|taxPayables|deferredRevenue|otherCurrentLiabilities|totalCurrentLiabilities|longTermDebt|deferredRevenueNonCurrent|deferredTaxLiabilitiesNonCurrent|otherNonCurrentLiabilities|totalNonCurrentLiabilities|otherLiabilities|totalLiabilities|commonStock|retainedEarnings|accumulatedOtherComprehensiveIncomeLoss|othertotalStockholdersEquity|totalStockholdersEquity|totalLiabilitiesAndStockholdersEquity|totalInvestments|totalDebt|netDebt|Date_x|Start Date_x|End Date_x|symbol_y|period_y|netIncome_x|depreciationAndAmortization_x|deferredIncomeTax|stockBasedCompensation|changeInWorkingCapital|accountsReceivables|inventory_y|accountsPayables|otherWorkingCapital|otherNonCashItems|netCashProvidedByOperatingActivities|investmentsInPropertyPlantAndEquipment|acquisitionsNet|purchasesOfInvestments|salesMaturitiesOfInvestments|otherInvestingActivites|netCashUsedForInvestingActivites|debtRepayment|commonStockIssued|commonStockRepurchased|dividendsPaid|otherFinancingActivites|netCashUsedProvidedByFinancingActivities|effectOfForexChangesOnCash|netChangeInCash|cashAtEndOfPeriod|cashAtBeginningOfPeriod|operatingCashFlow|capitalExpenditure|freeCashFlow|Date_y|Start Date_y|End Date_y|symbol|period|revenue|costOfRevenue|grossProfit|grossProfitRatio|researchAndDevelopmentExpenses|generalAndAdministrativeExpenses|sellingAndMarketingExpenses|otherExpenses|operatingExpenses|costAndExpenses|interestExpense|depreciationAndAmortization_y|ebitda|ebitdaratio|operatingIncome|operatingIncomeRatio|totalOtherIncomeExpensesNet|incomeBeforeTax|incomeBeforeTaxRatio|incomeTaxExpense|netIncome_y|netIncomeRatio|eps|epsdiluted|weightedAverageShsOut|weightedAverageShsOutDil|Date|Start Date|End Date|prctChangeOPEN|TargetProbability
2012-01-03|33.82|33.99|32.21|32.23|2415567|USD|0|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|0.953|0.5383815551532007
2012-01-04|32.22|32.59|32.04|32.2|2660225|USD|1|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|1.001|0.5671654743919821
2012-01-05|32.25|33.54|32.16|33.12|3208897|USD|2|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|1.03|0.5983818744153999
2012-01-06|33.21|34.54|33.14|34.05|3436890|USD|3|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|1.054|0.5712370856106808
2012-01-09|35.0|36.17|34.63|35.68|4657187|USD|4|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|1.028|0.5350219018535286
2012-01-10|35.97|36.54|35.5|36.32|3252269|USD|5|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|1.013|0.5246475674033458
2012-01-11|36.44|37.45|35.74|37.32|3943291|USD|6|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|1.024|0.5318264430506292
2012-01-12|37.3|37.47|36.0|37.07|2813894|USD|7|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|0.988|0.515355156747677
2012-01-13|36.86|36.86|35.98|36.81|1984557|USD|8|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|0.996|0.5252100681901013
2012-01-17|36.72|37.3|36.25|36.51|2180391|USD|9|VRTX|FY|475320000.0|493602000.0|968922000.0|183135000.0|112430000.0|66767000.0|1331254000.0|133176000.0|30992000.0|663500000.0|694492000.0|493602000.0|0.0|739850000.0|873026000.0|0.0|2204280000.0|74642000.0|0.0|12075000.0|45037000.0|260594000.0|392348000.0|252299000.0|118095000.0|243707000.0|7287000.0|369089000.0|656000000.0|1417437000.0|2072000.0|-3414835000.0|-1053000.0|4200659000.0|786843000.0|2204280000.0|493602000.0|252299000.0|-475320000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|170234000.0|16277000.0|43803000.0|29054000.0|242030000.0|262526000.0|-44564000.0|25365000.0|938906000.0|0.0|503663000.0|-9329000.0|0.0|-470456000.0|92917000.0|-378447000.0|-387776000.0|-105000000.0|0.0|67225000.0|0.0|-145205000.0|-182980000.0|-132000.0|-67225000.0|475320000.0|542545000.0|503663000.0|9329000.0|494334000.0|2011-12-31|2011-12-31|2012-03-31|VRTX|FY|563340000.0|22936000.0|540404000.0|0.9592856889267584|186438000.0|121881000.0|0.0|7191000.0|315510000.0|339438000.0|12430000.0|16277000.0|240179000.0|0.42634820889700004|223902000.0|0.397454467994|0.0|210801000.0|0.37419853019500005|22660000.0|158629000.0|0.28158660844300004|0.77|0.77|204891000.0|208807000.0|2011-12-31|2011-12-31|2012-03-31|0.997|0.522010808342428
