OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
FMR LLC@03/31/2020@22,656,589@-1,204,873@-5.049%@$6,004,223
BLACKROCK INC.@03/31/2020@22,326,048@1,209,227@5.726%@$5,916,626
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@21,623,906@-2,901,999@-11.832%@$5,730,551
VANGUARD GROUP INC@03/31/2020@20,608,939@514,705@2.561%@$5,461,575
CAPITAL WORLD INVESTORS@03/31/2020@12,579,718@1,981,607@18.698%@$3,333,751
