Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@2.04@2.09@8.91@10.97
7 Days Ago@2.04@2.09@8.91@10.97
30 Days Ago@2.03@2.09@8.81@10.94
60 Days Ago@1.87@1.96@7.71@10.16
90 Days Ago@1.87@1.96@7.68@10.13
