ActivePositions@Holders@Shares
Increased Positions@452@18,644,838
Decreased Positions@633@17,547,102
Held Positions@166@214,020,445
Total Institutional Shares@1,251@250,212,385
New Positions@77@2,669,547
Sold Out Positions@161@2,675,917
