Firm@To Grade@From Grade@Action
Goldman Sachs@Sell@Neutral@down
Wells Fargo@Market Perform@@main
Bank of America@Buy@@reit
JP Morgan@Overweight@@main
Credit Suisse@Neutral@@main
Baird@Outperform@@reit
Bank of America@Buy@@main
Morgan Stanley@Equal-Weight@@main
Baird@Outperform@@main
Piper Sandler@Neutral@@main
Stephens & Co.@Equal-Weight@Overweight@down
Rosenblatt@Neutral@@main
Stifel@Hold@@main
Credit Suisse@Neutral@@main
Wells Fargo@Equal-Weight@@main
JP Morgan@Overweight@@main
Morgan Stanley@Equal-Weight@@main
RBC Capital@Sector Perform@@main
Credit Suisse@Underperform@Neutral@down
Piper Sandler@Neutral@@main
Rosenblatt@Neutral@@main
Needham@Buy@@main
RBC Capital@Outperform@Sector Perform@up
DA Davidson@Buy@Neutral@up
Rosenblatt@Neutral@@main
Baird@Outperform@@main
Stifel@Hold@@main
Citigroup@Neutral@@main
Piper Sandler@Neutral@@main
Cantor Fitzgerald@Overweight@@main
B of A Securities@Buy@@main
Morgan Stanley@Equal-Weight@@main
Guggenheim@Buy@@main
Morgan Stanley@Equal-Weight@@main
