OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@23,162,950@528,012@2.333%@$33,507,755
BLACKROCK INC.@03/31/2020@20,264,225@295,467@1.48%@$29,314,431
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@12,520,058@283,894@2.32%@$18,111,641
STATE STREET CORP@03/31/2020@11,814,026@98,084@0.837%@$17,090,288
FMR LLC@03/31/2020@8,331,868@-568,429@-6.387%@$12,052,964
