Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Programming, Data Processing@$1,500.00@$1,447.99/$1,422.34@1,399,723@1,893,934@$1,438.39@$1,532.11/$1,013.54@987,485,226,328@29.2@34.88@$49.55@N/A@N/A@N/A@N/A@1.0
