Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@EDP Services@$163.50@$170.02/$167.58@341,617@996,494@$169.67@$173.77/$116.61@27,535,371,137@57.72@35.87@$2.94@$1.08@Jun 12, 2020@Jun 30, 2020@0.65%@1.0
