Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Electronic Components@$61.00@$47.94/$46.89@3,111,840@6,164,131@$48.53@$72.00/$27.40@14,316,718,299@0.0@21.67@$-2.01@$2.00@Apr 2, 2020@Apr 17, 2020@4.13%@1.0
