ActivePositions@Holders@Shares
Increased Positions@291@23,624,185
Decreased Positions@392@31,032,945
Held Positions@87@188,042,057
Total Institutional Shares@770@242,699,187
New Positions@76@4,484,949
Sold Out Positions@137@5,075,095
