@Date@ULTOSC_value
226@2016-02-12@41.4011
227@2016-02-05@41.1862
228@2016-01-29@37.0740
229@2016-01-22@44.8936
230@2016-01-15@44.3460
231@2016-01-08@50.4938
232@2015-12-31@64.5794
233@2015-12-24@60.2678
234@2015-12-18@55.0273
235@2015-12-11@60.0306
236@2015-12-04@60.2411
237@2015-11-27@63.7514
238@2015-11-20@58.0926
239@2015-11-13@62.1219
240@2015-11-06@58.3792
241@2015-10-30@59.4048
242@2015-10-23@55.5064
243@2015-10-16@49.8454
244@2015-10-09@53.0908
245@2015-10-02@49.6701
246@2015-09-25@39.7682
247@2015-09-18@44.8882
248@2015-09-11@47.5017
249@2015-09-04@47.2397
250@2015-08-28@50.5384
251@2015-08-21@46.0049
252@2015-08-14@56.0596
253@2015-08-07@56.1305
254@2015-07-31@63.3114
255@2015-07-24@65.3320
256@2015-07-17@67.3001
257@2015-07-10@64.0769
258@2015-07-02@62.9067
259@2015-06-26@59.2101
260@2015-06-19@59.9958
261@2015-06-12@52.8491
262@2015-06-05@46.8553
263@2015-05-29@46.8944
264@2015-05-22@54.8887
265@2015-05-15@47.7655
266@2015-05-08@47.7116
267@2015-05-01@49.5160
268@2015-04-24@50.4162
269@2015-04-17@53.0401
270@2015-04-10@51.9856
271@2015-04-02@48.1435
272@2015-03-27@57.4382
273@2015-03-20@56.5229
274@2015-03-13@54.3837
275@2015-03-06@60.7956
276@2015-02-27@62.2314
277@2015-02-20@66.2951
278@2015-02-13@62.4805
279@2015-02-06@60.2031
280@2015-01-30@65.8867
281@2015-01-23@61.8693
282@2015-01-16@59.2358
283@2015-01-09@58.9714
284@2015-01-02@58.7628
285@2014-12-26@57.1935
286@2014-12-19@53.9313
287@2014-12-12@47.3638
288@2014-12-05@63.1048
289@2014-11-28@63.6738
290@2014-11-21@58.6186
291@2014-11-14@63.1044
292@2014-11-07@68.5088
293@2014-10-31@67.7007
294@2014-10-24@68.4297
295@2014-10-17@58.3399
296@2014-10-10@55.6692
297@2014-10-03@61.5638
298@2014-09-26@59.0060
299@2014-09-19@56.4909
300@2014-09-12@52.2688
301@2014-09-05@54.2915
302@2014-08-29@56.4054
303@2014-08-22@60.0112
304@2014-08-15@63.3064
305@2014-08-08@54.6953
306@2014-08-01@55.2556
307@2014-07-25@55.9191
308@2014-07-18@58.1227
309@2014-07-11@55.1176
310@2014-07-03@53.0774
311@2014-06-27@47.8742
312@2014-06-20@49.0667
313@2014-06-13@45.4361
314@2014-06-06@46.0174
315@2014-05-30@47.0445
316@2014-05-23@43.0509
317@2014-05-16@38.4292
318@2014-05-09@38.3210
319@2014-05-02@37.3787
320@2014-04-25@37.3735
321@2014-04-17@37.9910
322@2014-04-11@33.7240
323@2014-04-04@38.5686
324@2014-03-28@48.0120
325@2014-03-21@54.5461
326@2014-03-14@66.1633
327@2014-03-07@63.9636
328@2014-02-28@68.8700
329@2014-02-21@73.1583
330@2014-02-14@73.4738
331@2014-02-07@69.9947
332@2014-01-31@68.0442
333@2014-01-24@64.7137
334@2014-01-17@72.0060
335@2014-01-10@68.9379
336@2014-01-03@66.1956
337@2013-12-27@71.7270
338@2013-12-20@68.1716
339@2013-12-13@63.8414
340@2013-12-06@72.7964
341@2013-11-29@72.5393
342@2013-11-22@67.7404
343@2013-11-15@65.8918
344@2013-11-08@62.0727
345@2013-11-01@65.3040
346@2013-10-25@68.1363
347@2013-10-18@56.3938
348@2013-10-11@58.4482
349@2013-10-04@63.9357
350@2013-09-27@55.5677
351@2013-09-20@49.3308
352@2013-09-13@53.9467
353@2013-09-06@54.5345
354@2013-08-30@56.5776
355@2013-08-23@58.1922
356@2013-08-16@57.6727
357@2013-08-09@65.8346
358@2013-08-02@64.1325
359@2013-07-26@63.3466
360@2013-07-19@59.1340
361@2013-07-12@52.4773
362@2013-07-05@45.5951
363@2013-06-28@43.1516
364@2013-06-21@45.8819
365@2013-06-14@51.4451
366@2013-06-07@58.6831
367@2013-05-31@55.3082
368@2013-05-24@60.9452
369@2013-05-17@66.2614
370@2013-05-10@68.6646
371@2013-05-03@64.3332
372@2013-04-26@64.4825
373@2013-04-19@57.7749
374@2013-04-12@66.3758
375@2013-04-05@67.5217
376@2013-03-28@54.3236
377@2013-03-22@51.8935
378@2013-03-15@53.5083
379@2013-03-08@50.5304
380@2013-03-01@47.5959
381@2013-02-22@48.0996
382@2013-02-15@46.3866
383@2013-02-08@51.5844
384@2013-02-01@51.5765
385@2013-01-25@45.9185
386@2013-01-18@41.6232
387@2013-01-11@44.0517
388@2013-01-04@46.4101
389@2012-12-28@43.6971
390@2012-12-21@50.1161
391@2012-12-14@47.8901
392@2012-12-07@42.6714
393@2012-11-30@41.3242
394@2012-11-23@38.5328
395@2012-11-16@36.8520
396@2012-11-09@35.4019
397@2012-11-02@34.7660
398@2012-10-26@41.9071
399@2012-10-19@52.2005
400@2012-10-12@61.8466
401@2012-10-05@73.1559
402@2012-09-28@70.4041
403@2012-09-21@66.6237
404@2012-09-14@65.2160
405@2012-09-07@70.3968
406@2012-08-31@66.9635
407@2012-08-24@64.4674
408@2012-08-17@59.6523
409@2012-08-10@63.9693
410@2012-08-03@65.3079
411@2012-07-27@64.9137
412@2012-07-20@60.2995
413@2012-07-13@54.9428
414@2012-07-06@61.4422
415@2012-06-29@61.7902
416@2012-06-22@60.9939
417@2012-06-15@58.7783
418@2012-06-08@56.6167
419@2012-06-01@54.8640
420@2012-05-25@56.9374
421@2012-05-18@51.6522
422@2012-05-11@57.8848
423@2012-05-04@57.7846
424@2012-04-27@65.5210
425@2012-04-20@67.2562
426@2012-04-13@66.7846
427@2012-04-05@72.2407
428@2012-03-30@67.0324
429@2012-03-23@69.8672
430@2012-03-16@68.6700
431@2012-03-09@66.5570
432@2012-03-02@62.8054
433@2012-02-24@59.3706
434@2012-02-17@61.1930
435@2012-02-10@66.7946
436@2012-02-03@60.8375
437@2012-01-27@62.2996
438@2012-01-20@58.5537
439@2012-01-13@62.7230
440@2012-01-06@63.0302
441@2011-12-30@53.9693
442@2011-12-23@51.7067
443@2011-12-16@49.7250
444@2011-12-09@45.8301
445@2011-12-02@47.6176
446@2011-11-25@46.4792
447@2011-11-18@50.8386
448@2011-11-11@52.9306
449@2011-11-04@55.1488
450@2011-10-28@57.3384
451@2011-10-21@58.3954
452@2011-10-14@56.7153
453@2011-10-07@62.5722
454@2011-09-30@57.5375
455@2011-09-23@64.2454
456@2011-09-16@56.9615
457@2011-09-09@53.1041
458@2011-09-02@58.4569
459@2011-08-26@53.4192
460@2011-08-19@51.7696
461@2011-08-12@56.9024
462@2011-08-05@52.9603
463@2011-07-29@59.9338
464@2011-07-22@57.5582
465@2011-07-15@48.2840
466@2011-07-08@23.4241
467@2011-07-01@21.8706
468@2011-06-24@22.1827
469@2011-06-17@22.2291
470@2011-06-10@24.6272
471@2011-06-03@27.1311
472@2011-05-27@29.0013
473@2011-05-20@55.0933
474@2011-05-13@63.8404
475@2011-05-06@63.7527
476@2011-04-29@61.6743
477@2011-04-21@60.7200
478@2011-04-15@61.4706
479@2011-04-08@62.1440
480@2011-04-01@66.5787
481@2011-03-25@64.9813
482@2011-03-18@67.4357
483@2011-03-11@69.5516
484@2011-03-04@69.1500
485@2011-02-25@67.2830
486@2011-02-18@65.6633
487@2011-02-11@59.9755
488@2011-02-04@52.2773
489@2011-01-28@56.5106
490@2011-01-21@59.5895
491@2011-01-14@61.0068
492@2011-01-07@66.1852
493@2010-12-31@68.5156
494@2010-12-23@70.7818
495@2010-12-17@75.4412
496@2010-12-10@73.0622
497@2010-12-03@66.0802
498@2010-11-26@67.1259
499@2010-11-19@67.3713
500@2010-11-12@63.3554
501@2010-11-05@64.9034
502@2010-10-29@57.4625
503@2010-10-22@60.1945
504@2010-10-15@71.2815
505@2010-10-08@75.0477
506@2010-10-01@64.8420
507@2010-09-24@64.7328
508@2010-09-17@62.4778
509@2010-09-10@65.6507
510@2010-09-03@63.5307
511@2010-08-27@60.4770
512@2010-08-20@59.6303
513@2010-08-13@60.6750
514@2010-08-06@58.2899
515@2010-07-30@58.4165
516@2010-07-23@59.3715
517@2010-07-16@56.5951
518@2010-07-09@60.3811
519@2010-07-02@54.3523
520@2010-06-25@58.2703
521@2010-06-18@57.9622
522@2010-06-11@54.1209
523@2010-06-04@53.9927
524@2010-05-28@52.7104
525@2010-05-21@51.8909
526@2010-05-14@53.8320
527@2010-05-07@53.0995
528@2010-04-30@58.5816
529@2010-04-23@59.3828
530@2010-04-16@64.1324
531@2010-04-09@64.9676
532@2010-04-01@66.0783
533@2010-03-26@66.6195
534@2010-03-19@63.8600
535@2010-03-12@63.2654
536@2010-03-05@61.8981
537@2010-02-26@53.5818
538@2010-02-19@49.9102
539@2010-02-12@41.1433
540@2010-02-05@43.3255
541@2010-01-29@48.9098
542@2010-01-22@52.6638
543@2010-01-15@55.2054
544@2010-01-08@57.7815
545@2009-12-31@56.2086
546@2009-12-24@53.0574
547@2009-12-18@55.4738
548@2009-12-11@44.5040
549@2009-12-04@46.7625
550@2009-11-27@52.3366
551@2009-11-20@54.2668
552@2009-11-13@55.5191
553@2009-11-06@55.4367
554@2009-10-30@53.4873
555@2009-10-23@63.6557
556@2009-10-16@61.8282
557@2009-10-09@56.9064
558@2009-10-02@58.7455
559@2009-09-25@55.9884
560@2009-09-18@59.7361
561@2009-09-11@64.8796
562@2009-09-04@68.4943
563@2009-08-28@66.3465
564@2009-08-21@65.5457
565@2009-08-14@58.6484
566@2009-08-07@62.3379
567@2009-07-31@59.5436
568@2009-07-24@58.1516
569@2009-07-17@47.6121
570@2009-07-10@51.2728
571@2009-07-02@54.7334
572@2009-06-26@56.8929
573@2009-06-19@60.3152
574@2009-06-12@58.8139
575@2009-06-05@52.2287
576@2009-05-29@49.3132
577@2009-05-22@47.0783
578@2009-05-15@47.1253
579@2009-05-08@49.7800
580@2009-05-01@49.6623
581@2009-04-24@58.3946
582@2009-04-17@58.0794
583@2009-04-09@53.7143
584@2009-04-03@51.1532
585@2009-03-27@53.0731
586@2009-03-20@53.7900
587@2009-03-13@52.4412
588@2009-03-06@44.4598
589@2009-02-27@51.5560
590@2009-02-20@52.7026
591@2009-02-13@56.7004
592@2009-02-06@51.5707
593@2009-01-30@56.1236
594@2009-01-23@51.5089
595@2009-01-16@55.1795
596@2009-01-09@52.8309
597@2009-01-02@49.2512
598@2008-12-26@46.2303
599@2008-12-19@47.5812
600@2008-12-12@48.6755
601@2008-12-05@46.3240
602@2008-11-28@44.7767
603@2008-11-21@39.5243
604@2008-11-14@42.5479
605@2008-11-07@44.3760
606@2008-10-31@46.1627
607@2008-10-24@41.6508
608@2008-10-17@41.9531
609@2008-10-10@26.4381
610@2008-10-03@27.3736
611@2008-09-26@28.4282
612@2008-09-19@28.0873
613@2008-09-12@32.2599
614@2008-09-05@34.5562
615@2008-08-29@36.0700
616@2008-08-22@57.0433
617@2008-08-15@60.0338
618@2008-08-08@64.2300
619@2008-08-01@65.0051
620@2008-07-25@59.2497
621@2008-07-18@54.2971
622@2008-07-11@62.1008
623@2008-07-03@56.9871
624@2008-06-27@57.0130
625@2008-06-20@54.5013
626@2008-06-13@58.1318
627@2008-06-06@54.5437
628@2008-05-30@56.3499
629@2008-05-23@50.8204
630@2008-05-16@59.3722
631@2008-05-09@58.7154
632@2008-05-02@63.5290
633@2008-04-25@61.0233
634@2008-04-18@57.8153
635@2008-04-11@52.9429
636@2008-04-04@49.1411
637@2008-03-28@39.6175
638@2008-03-20@39.5394
639@2008-03-14@35.9891
640@2008-03-07@35.9004
641@2008-02-29@38.2369
642@2008-02-22@36.6966
643@2008-02-15@36.2423
644@2008-02-08@41.4686
645@2008-02-01@44.8072
646@2008-01-25@38.3380
647@2008-01-18@42.9798
648@2008-01-11@45.2169
649@2008-01-04@50.8855
650@2007-12-28@54.2937
651@2007-12-21@53.2824
652@2007-12-14@49.4004
653@2007-12-07@61.3390
654@2007-11-30@56.5181
655@2007-11-23@56.4816
656@2007-11-16@60.7448
657@2007-11-09@59.7352
658@2007-11-02@61.0740
659@2007-10-26@61.6620
660@2007-10-19@53.5164
661@2007-10-12@60.4815
662@2007-10-05@62.4264
663@2007-09-28@56.4655
664@2007-09-21@53.6034
665@2007-09-14@55.3721
666@2007-09-07@62.8328
667@2007-08-31@59.9974
668@2007-08-24@58.4154
669@2007-08-17@57.9692
670@2007-08-10@62.7674
671@2007-08-03@67.0914
672@2007-07-27@68.5742
673@2007-07-20@58.3586
674@2007-07-13@62.1952
675@2007-07-06@55.7217
676@2007-06-29@56.8117
677@2007-06-22@55.9851
678@2007-06-15@67.7572
679@2007-06-08@61.5775
680@2007-06-01@63.1536
681@2007-05-25@61.9077
682@2007-05-18@65.0971
683@2007-05-11@60.6351
684@2007-05-04@61.1669
685@2007-04-27@59.8633
686@2007-04-20@64.7665
687@2007-04-13@62.2420
688@2007-04-05@60.0329
689@2007-03-30@55.8683
690@2007-03-23@49.9259
691@2007-03-16@48.6224
692@2007-03-09@37.4640
693@2007-03-02@36.6159
694@2007-02-23@48.4895
695@2007-02-16@49.3506
696@2007-02-09@50.3669
697@2007-02-02@54.2556
698@2007-01-26@50.2344
699@2007-01-19@55.3326
700@2007-01-12@50.7765
701@2007-01-05@42.8195
702@2006-12-29@54.2801
703@2006-12-22@63.0633
704@2006-12-15@65.0830
705@2006-12-08@66.2984
706@2006-12-01@64.2160
707@2006-11-24@67.2899
708@2006-11-17@72.7604
709@2006-11-10@67.3195
710@2006-11-03@58.3731
711@2006-10-27@55.6851
712@2006-10-20@54.1240
713@2006-10-13@54.6593
714@2006-10-06@52.2936
715@2006-09-29@50.7495
716@2006-09-22@46.6633
717@2006-09-15@48.2777
718@2006-09-08@55.0134
719@2006-09-01@57.7063
720@2006-08-25@51.3409
721@2006-08-18@50.7512
722@2006-08-11@46.0638
723@2006-08-04@57.4761
724@2006-07-28@58.5958
725@2006-07-21@55.4508
726@2006-07-14@59.4488
727@2006-07-07@70.8116
728@2006-06-30@68.1083
729@2006-06-23@65.9730
730@2006-06-16@57.5338
731@2006-06-09@57.7818
732@2006-06-02@58.9038
733@2006-05-26@56.2796
734@2006-05-19@47.9787
735@2006-05-12@51.9693
736@2006-05-05@49.4015
737@2006-04-28@49.1462
738@2006-04-21@51.8623
739@2006-04-13@46.3452
740@2006-04-07@51.6748
741@2006-03-31@57.7694
742@2006-03-24@61.3888
743@2006-03-17@67.9222
744@2006-03-10@75.9735
745@2006-03-03@75.7034
746@2006-02-24@77.5549
747@2006-02-17@75.9160
748@2006-02-10@72.4217
749@2006-02-03@65.3970
750@2006-01-27@61.9632
751@2006-01-20@46.9567
752@2006-01-13@48.7205
753@2006-01-06@32.6146
754@2005-12-30@33.5122
755@2005-12-23@32.4374
756@2005-12-16@31.7097
757@2005-12-09@30.8966
758@2005-12-02@32.4879
759@2005-11-25@32.7716
760@2005-11-18@45.1824
761@2005-11-11@45.8199
762@2005-11-04@45.5352
763@2005-10-28@41.5238
764@2005-10-21@46.6004
765@2005-10-14@45.8052
766@2005-10-07@45.5741
767@2005-09-30@50.4661
768@2005-09-23@51.1174
769@2005-09-16@52.9412
770@2005-09-09@56.5698
771@2005-09-02@54.3704
772@2005-08-26@55.5931
773@2005-08-19@57.1530
774@2005-08-12@61.6902
775@2005-08-05@60.0292
776@2005-07-29@64.8130
777@2005-07-22@62.0061
778@2005-07-15@61.2110
779@2005-07-08@61.0349
780@2005-07-01@51.8573
781@2005-06-24@53.8422
782@2005-06-17@56.8200
783@2005-06-10@52.1032
784@2005-06-03@58.6302
785@2005-05-27@54.6836
786@2005-05-20@52.5790
787@2005-05-13@52.4701
788@2005-05-06@50.5317
789@2005-04-29@45.4816
790@2005-04-22@43.5629
791@2005-04-15@35.8757
792@2005-04-08@38.7022
793@2005-04-01@37.1514
794@2005-03-24@39.2670
795@2005-03-18@44.2669
796@2005-03-11@47.8869
797@2005-03-04@50.5401
798@2005-02-25@53.9727
799@2005-02-18@50.1960
800@2005-02-11@56.0488
801@2005-02-04@56.5286
802@2005-01-28@56.0096
803@2005-01-21@50.5275
804@2005-01-14@56.9779
805@2005-01-07@59.5550
806@2004-12-31@61.3067
807@2004-12-23@60.2716
808@2004-12-17@67.0872
809@2004-12-10@63.3818
810@2004-12-03@61.0432
811@2004-11-26@55.6230
812@2004-11-19@53.6235
813@2004-11-12@61.2095
814@2004-11-05@55.9984
815@2004-10-29@51.5222
816@2004-10-22@51.4957
817@2004-10-15@52.2367
818@2004-10-08@55.4701
819@2004-10-01@62.7880
820@2004-09-24@61.1715
821@2004-09-17@53.4125
822@2004-09-10@53.2949
823@2004-09-03@45.5682
824@2004-08-27@46.0347
825@2004-08-20@40.5606
826@2004-08-13@34.6399
827@2004-08-06@30.7758
828@2004-07-30@37.7558
829@2004-07-23@31.6443
830@2004-07-16@34.8711
831@2004-07-09@36.6796
832@2004-07-02@37.7681
833@2004-06-25@41.9319
834@2004-06-18@35.7556
835@2004-06-10@31.9058
836@2004-06-04@38.8811
837@2004-05-28@42.8099
838@2004-05-21@43.0065
839@2004-05-14@47.4628
840@2004-05-07@48.9309
841@2004-04-30@48.1214
842@2004-04-23@54.3201
843@2004-04-16@56.5703
844@2004-04-08@55.6697
845@2004-04-02@58.1935
846@2004-03-26@58.8865
847@2004-03-19@58.1076
848@2004-03-12@60.6300
849@2004-03-05@60.9902
850@2004-02-27@57.3241
851@2004-02-20@58.9111
852@2004-02-13@57.4707
853@2004-02-06@52.4753
854@2004-01-30@47.7306
855@2004-01-23@49.9947
856@2004-01-16@43.5290
857@2004-01-09@45.4026
858@2004-01-02@43.1821
859@2003-12-26@40.8324
860@2003-12-19@38.9099
861@2003-12-12@43.9622
862@2003-12-05@47.9064
863@2003-11-28@46.3560
864@2003-11-21@42.4997
865@2003-11-14@49.1234
866@2003-11-07@47.4406
867@2003-10-31@53.5845
868@2003-10-24@51.8550
869@2003-10-17@51.4925
870@2003-10-10@60.2016
871@2003-10-03@61.0134
872@2003-09-26@59.1131
873@2003-09-19@53.0542
874@2003-09-12@45.1059
875@2003-09-05@42.6057
876@2003-08-29@37.4710
877@2003-08-22@40.7871
878@2003-08-15@40.6999
879@2003-08-08@39.5137
880@2003-08-01@42.4085
881@2003-07-25@47.8021
882@2003-07-18@55.6634
883@2003-07-11@60.1761
884@2003-07-03@54.9564
885@2003-06-27@54.1912
886@2003-06-20@53.4113
887@2003-06-13@62.5569
888@2003-06-06@57.2769
889@2003-05-30@48.1956
890@2003-05-23@44.6952
891@2003-05-16@50.6455
892@2003-05-09@47.3026
893@2003-05-02@54.2328
894@2003-04-25@48.7997
895@2003-04-17@49.8147
896@2003-04-11@47.4545
897@2003-04-04@50.6740
898@2003-03-28@46.1312
899@2003-03-21@47.0054
900@2003-03-14@35.6838
901@2003-03-07@32.2796
902@2003-02-28@34.0325
903@2003-02-21@43.2517
904@2003-02-14@45.0770
905@2003-02-07@42.7610
906@2003-01-31@46.7113
907@2003-01-24@39.3793
908@2003-01-17@41.9918
909@2003-01-10@45.2783
910@2003-01-03@60.6686
911@2002-12-27@61.2266
912@2002-12-20@63.4765
913@2002-12-13@62.7344
914@2002-12-06@61.8876
915@2002-11-29@63.5982
916@2002-11-22@61.2029
917@2002-11-15@43.2401
918@2002-11-08@38.7216
919@2002-11-01@36.0312
920@2002-10-25@39.4254
921@2002-10-18@45.7657
922@2002-10-11@48.2374
923@2002-10-04@48.6324
924@2002-09-27@44.4854
925@2002-09-20@43.8390
926@2002-09-13@44.2079
927@2002-09-06@42.7779
928@2002-08-30@43.3010
929@2002-08-23@43.4416
930@2002-08-16@43.7574
931@2002-08-09@49.1657
932@2002-08-02@44.9532
933@2002-07-26@45.4488
934@2002-07-19@49.5453
935@2002-07-12@46.1205
936@2002-07-05@44.7165
937@2002-06-28@44.6862
938@2002-06-21@37.2029
939@2002-06-14@41.4481
940@2002-06-07@35.6212
941@2002-05-31@30.5397
942@2002-05-24@32.5639
943@2002-05-17@29.4593
944@2002-05-10@27.6988
945@2002-05-03@33.6440
946@2002-04-26@37.5357
947@2002-04-19@45.3978
948@2002-04-12@48.4772
949@2002-04-05@47.7347
950@2002-03-28@52.4524
951@2002-03-22@61.8011
952@2002-03-15@63.3088
953@2002-03-08@63.1581
954@2002-03-01@54.3545
955@2002-02-22@50.8956
956@2002-02-15@50.4691
957@2002-02-08@55.5224
958@2002-02-01@55.8840
959@2002-01-25@51.0992
960@2002-01-18@51.2585
961@2002-01-11@53.4297
962@2002-01-04@55.2860
963@2001-12-28@60.9830
964@2001-12-21@59.2292
965@2001-12-14@56.5661
966@2001-12-07@57.7045
967@2001-11-30@55.7505
968@2001-11-23@64.2863
969@2001-11-16@60.9115
970@2001-11-09@62.3967
971@2001-11-02@54.5468
972@2001-10-26@53.5364
973@2001-10-19@49.6475
974@2001-10-12@48.5744
975@2001-10-05@51.1209
976@2001-09-28@57.3675
977@2001-09-21@45.9893
978@2001-09-10@51.7110
979@2001-09-07@51.2830
980@2001-08-31@54.2875
981@2001-08-24@48.8492
982@2001-08-17@37.2073
983@2001-08-10@39.1092
984@2001-08-03@46.0139
985@2001-07-27@46.0993
986@2001-07-20@38.5572
987@2001-07-13@39.8775
988@2001-07-06@42.3322
989@2001-06-29@46.3281
990@2001-06-22@43.3560
991@2001-06-15@43.9377
992@2001-06-08@44.9136
993@2001-06-01@44.5732
994@2001-05-25@44.1388
995@2001-05-18@48.8021
996@2001-05-11@41.9352
997@2001-05-04@46.1996
