OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@24,426,336@-2,137,006@-8.045%@$4,550,871
VANGUARD GROUP INC@03/31/2020@14,576,360@398,430@2.81%@$2,715,722
BLACKROCK INC.@03/31/2020@9,851,265@826,929@9.163%@$1,835,389
JENNISON ASSOCIATES LLC@03/31/2020@6,568,690@473,790@7.774%@$1,223,813
WELLINGTON MANAGEMENT GROUP LLP@03/31/2020@6,057,380@26,703@0.443%@$1,128,550
