OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@61,094,315@1,553,763@2.61%@$2,976,515
BLACKROCK INC.@03/31/2020@50,003,536@-451,128@-0.894%@$2,436,172
STATE STREET CORP@03/31/2020@35,099,047@-365,771@-1.031%@$1,710,026
COMPREHENSIVE FINANCIAL MANAGEMENT LLC@03/31/2020@32,933,858@-440,000@-1.318%@$1,604,538
BAUPOST GROUP LLC/MA@03/31/2020@32,086,000@12,091,030@60.47%@$1,563,230
