Firm@To Grade@From Grade@Action
Credit Suisse@Neutral@@down
Citigroup@Neutral@@down
Morgan Stanley@Overweight@@main
PiperJaffray@Overweight@@up
Goldman Sachs@Buy@@main
Bank oferica@Buy@@main
JP Morgan@Neutral@@main
Canaccord Genuity@Hold@@main
Benchmark@Buy@@up
Stifel Nicolaus@Buy@@main
Morgan Stanley@Overweight@@main
JP Morgan@Neutral@@main
Wedbush@Outperform@@main
Wedbush@Outperform@@main
Lazard@Buy@@init
Stifel Nicolaus@Buy@@main
Bank of America@Buy@@main
Canaccord Genuity@Hold@@main
JP Morgan@Overweight@Neutral@up
Topeka@Hold@@main
Bank of America@Buy@@main
Wedbush@Outperform@@main
Goldman Sachs@Buy@@main
PiperJaffray@Overweight@@main
Compass Point@Neutral@Buy@down
Benchmark@Buy@@main
Deutsche Bank@Hold@@init
Cantor Fitzgerald@Hold@@init
Nomura@Buy@Neutral@up
Wedbush@Outperform@@main
Credit Suisse@Neutral@@main
Nomura@Buy@@main
Stifel Nicolaus@Buy@@main
Barclays@Equal-Weight@@main
BGC Financial@Buy@@main
Canaccord Genuity@Hold@@main
Goldman Sachs@Buy@@main
Credit Suisse@Neutral@@main
Nomura@Buy@@main
Nomura@Buy@@main
Stifel Nicolaus@Buy@@main
Jefferies@Buy@@main
Benchmark@Buy@@main
Compass Point@Neutral@@main
Bernstein@Outperform@Market Perform@up
Susquehanna@Positive@@init
BMO Capital@Outperform@@init
Evercore Partners@Overweight@Equal-weight@up
Cantor Fitzgerald@Buy@Hold@up
JMP Securities@Market Outperform@@init
Canaccord Genuity@Buy@Hold@up
Jefferies@Buy@@main
UBS@Buy@@init
Topeka@Buy@Hold@up
Bank of America@Buy@@main
Macquarie@Neutral@Outperform@down
Wells Fargo@Outperform@Market Perform@up
Lazard@Buy@@init
Compass Point@Buy@Neutral@up
Citigroup@Buy@@init
SunTrust Robinson Humphrey@Neutral@@init
Needham@Hold@Buy@down
Deutsche Bank@Hold@@main
SunTrust Robinson Humphrey@Neutral@@main
Deutsche Bank@Hold@@main
Citigroup@Buy@@main
SunTrust Robinson Humphrey@Buy@Neutral@up
Evercore Partners@Equal-weight@Overweight@down
Morgan Stanley@Equal-weight@Overweight@down
Compass Point@Buy@@main
FBN Securities@Sector Perform@@init
Topeka@Hold@Buy@down
Credit Suisse@Neutral@@main
Stifel@Hold@Buy@down
UBS@Buy@@main
CRT Capital@Fair Value@@main
Jefferies@Buy@@main
JP Morgan@Overweight@@main
UBS@Buy@@main
SunTrust Robinson Humphrey@Neutral@Buy@down
UBS@Buy@@main
JP Morgan@Overweight@@main
Barclays@Equal-Weight@@init
Pacific Crest@Sector Perform@Outperform@down
Canaccord Genuity@Buy@@main
Citigroup@Buy@@main
Deutsche Bank@Hold@@main
Macquarie@Neutral@@main
PiperJaffray@Neutral@Overweight@down
Canaccord Genuity@Hold@Buy@down
Jefferies@Neutral@Buy@down
JMP Securities@Market Perform@Market Outperform@down
Wedbush@Neutral@Outperform@down
SunTrust Robinson Humphrey@Neutral@@main
JP Morgan@Neutral@Overweight@down
Goldman Sachs@@Buy@main
Susquehanna@Neutral@@main
Topeka@Hold@@main
Monness, Crespi, Hardt@Buy@@init
Morgan Stanley@Underweight@@init
Evercore ISI Group@Sell@Hold@down
Stifel@Buy@Hold@up
Benchmark@Buy@@main
Morgan Stanley@Equal-Weight@Underweight@up
Deutsche Bank@Hold@@main
Axiom Capital@Hold@@init
Susquehanna@Positive@Neutral@up
PiperJaffray@Underweight@Neutral@down
PiperJaffray@Underweight@@main
Axiom Capital@Buy@Hold@up
Topeka@Buy@@init
Keefe Bruyette & Woods@Outperform@@main
Mizuho@Neutral@@init
Monness Crespi Hardt@Neutral@@main
Jefferies@Hold@@main
Mizuho@Neutral@@main
SunTrust Robinson Humphrey@Neutral@@main
Stifel Nicolaus@Hold@Buy@down
Deutsche Bank@Hold@@main
Raymond James@Market Perform@Outperform@down
Barclays@Equal-Weight@@main
FBN Securities@Sector Perform@@init
Morgan Stanley@Equal-Weight@@init
Evercore ISI Group@Hold@@init
PiperJaffray@Neutral@Underperform@up
Cantor Fitzgerald@Hold@Buy@down
Susquehanna@Positive@@init
Jyske Bank@Strong Buy@@init
JP Morgan@Neutral@@main
Jefferies@Hold@@main
Benchmark@Buy@@main
Cowen & Co.@Market Perform@@main
SunTrust Robinson Humphrey@Neutral@@main
Canaccord Genuity@Hold@@main
Deutsche Bank@Hold@@main
BMO Capital@Market Perform@@init
Jyske Bank@Strong Buy@Buy@down
Barclays@Underweight@Equal-Weight@down
Citigroup@Buy@@main
Credit Suisse@Neutral@@main
Morgan Stanley@Underweight@Equal-Weight@down
Citigroup@Buy@@main
Benchmark@Buy@@main
Jefferies@Hold@@main
Maxim Group@Buy@@init
Morgan Stanley@Underweight@@main
Canaccord Genuity@Hold@@main
Cantor Fitzgerald@Hold@@main
Deutsche Bank@Hold@@main
Hilliard Lyons@Long-Term Buy@@init
Deutsche Bank@Buy@Hold@up
Wedbush@Neutral@Neutral@main
Hilliard Lyons@Buy@Long-Term Buy@up
Argus@Buy@@main
Monness Crespi Hardt@Neutral@Buy@down
Bank of America@Buy@@main
Citigroup@Buy@@main
BMO Capital@Market Perform@@main
Morgan Stanley@Underweight@@main
Canaccord Genuity@Hold@@main
BMO Capital@Outperform@Market Perform@up
SunTrust Robinson Humphrey@Buy@Hold@up
Credit Suisse@Outperform@Outperform@main
Stifel Nicolaus@Hold@Hold@main
Bank of America@Buy@Buy@main
BMO Capital@Outperform@Outperform@main
RBC Capital@Outperform@Sector Perform@up
Raymond James@Strong Buy@Market Perform@up
Morgan Stanley@Overweight@Underweight@up
Credit Suisse@Outperform@Outperform@main
Stifel Nicolaus@Hold@Hold@main
Stifel Nicolaus@Hold@Hold@main
JP Morgan@Neutral@Neutral@main
Raymond James@Strong Buy@Strong Buy@main
UBS@Buy@Buy@main
Macquarie@Neutral@Neutral@main
SunTrust Robinson Humphrey@Hold@Buy@down
Bank of America@Buy@Buy@main
Credit Suisse@Outperform@Outperform@main
Raymond James@Outperform@Strong Buy@down
Stifel Nicolaus@Hold@Hold@main
Canaccord Genuity@Hold@Hold@main
Morgan Stanley@Overweight@Overweight@main
UBS@Buy@Buy@main
BMO Capital@Outperform@Outperform@main
Baird@Outperform@Outperform@main
Stifel Nicolaus@Hold@Buy@down
Bank of America@Neutral@Buy@down
RBC Capital@Sector Perform@Outperform@down
Raymond James@Outperform@Outperform@main
Credit Suisse@Outperform@Outperform@main
KeyBanc@Overweight@Overweight@main
Canaccord Genuity@Hold@Hold@main
Deutsche Bank@Buy@Buy@main
Citigroup@Buy@Buy@main
Raymond James@Outperform@Outperform@main
Citigroup@Buy@Buy@main
Morgan Stanley@Equal-Weight@Overweight@down
Wells Fargo@Outperform@Outperform@main
Goldman Sachs@Neutral@Buy@down
Canaccord Genuity@Hold@Hold@main
BMO Capital@Outperform@Outperform@main
Barclays@Overweight@Overweight@main
Deutsche Bank@Buy@Buy@main
Baird@Outperform@Outperform@main
Stifel Nicolaus@Hold@Hold@main
UBS@Buy@Buy@main
Morgan Stanley@Equal-Weight@@main
Morgan Stanley@Equal-Weight@@main
Raymond James@Outperform@@main
Credit Suisse@Outperform@@main
Citigroup@Buy@@main
Piper Jaffray@Neutral@@main
Canaccord Genuity@Hold@@main
Morgan Stanley@Equal-Weight@@main
KeyBanc@Overweight@@main
UBS@Neutral@Buy@down
Citigroup@Buy@@main
Wells Fargo@Market Perform@Outperform@down
Morgan Stanley@Equal-Weight@@main
Benchmark@Buy@@reit
Raymond James@Market Perform@Outperform@down
Piper Jaffray@Neutral@@main
Bank of America@Neutral@@reit
Morgan Stanley@Equal-Weight@@main
Barclays@Overweight@@main
Deutsche Bank@Hold@@main
UBS@Neutral@@main
Wells Fargo@Market Perform@@main
Jefferies@Underperform@Hold@down
Wells Fargo@Underweight@Equal-Weight@down
Morgan Stanley@Equal-Weight@@main
B of A Securities@Neutral@@reit
RBC Capital@Sector Perform@@main
Wedbush@Neutral@@main
BMO Capital@Outperform@@main
Canaccord Genuity@Hold@@main
RBC Capital@Sector Perform@@main
Guggenheim@Buy@Neutral@up
Stifel@Buy@Hold@up
Credit Suisse@Outperform@@main
Mizuho@Neutral@Underperform@up
Deutsche Bank@Hold@@main
Morgan Stanley@Equal-Weight@@main
B of A Securities@Neutral@@reit
Morgan Stanley@Equal-Weight@@main
Credit Suisse@Outperform@@main
UBS@Neutral@@main
BMO Capital@Outperform@@main
Susquehanna@Positive@@main
SunTrust Robinson Humphrey@Hold@@main
BMO Capital@Market Perform@Outperform@down
Credit Suisse@Outperform@@main
Morgan Stanley@Equal-Weight@@main
SunTrust Robinson Humphrey@Hold@@main
RBC Capital@Sector Perform@@main
Wells Fargo@Equal-Weight@Underweight@up
Jefferies@Hold@Underperform@up
