Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Miscellaneous@Business Services@$49.00@$49.05/$47.84@12,182,638@12,851,527@$48.82@$51.88/$26.02@34,234,506,264@8.08@17.09@$6.03@$0.64@May 29, 2020@Jun 19, 2020@1.31%@1.0
