OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@10,262,340@-85,109@-0.823%@$6,082,489
VANGUARD GROUP INC@03/31/2020@9,242,757@234,532@2.604%@$5,478,182
BLACKROCK INC.@03/31/2020@8,909,051@397,557@4.671%@$5,280,395
FMR LLC@03/31/2020@7,037,945@39,937@0.571%@$4,171,390
CAPITAL WORLD INVESTORS@03/31/2020@4,969,285@591,816@13.52%@$2,945,295
