Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Programming, Data Processing@$150.00@$118.38/$115.63@4,539,650@4,916,875@$114.40@$147.38/$82.00@40,336,285,386@115.87@36.01@$1.01@N/A@N/A@N/A@N/A@1.0
