ActivePositions@Holders@Shares
Increased Positions@305@29,912,015
Decreased Positions@332@26,310,306
Held Positions@118@133,504,417
Total Institutional Shares@755@189,726,738
New Positions@81@5,437,027
Sold Out Positions@115@5,294,307
