OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BLACKROCK INC.@03/31/2020@13,155,451@-647,404@-4.69%@$1,539,582
VANGUARD GROUP INC@03/31/2020@10,336,018@282,519@2.81%@$1,209,624
HARDING LOEVNER LP@03/31/2020@8,553,871@984,182@13.002%@$1,001,060
ARTISAN PARTNERS LIMITED PARTNERSHIP@03/31/2020@7,622,458@567,412@8.043%@$892,056
PRIMECAP MANAGEMENT CO/CA/@03/31/2020@7,361,405@7,207,800@4692.425%@$861,505
