Firm@To Grade@From Grade@Action
Goldman Sachs@Neutral@@main
Brean Capital@Buy@@main
Barclays@Overweight@@main
Goldman Sachs@Neutral@@main
Stifel Nicolaus@Buy@@main
China International Capital@Buy@@main
Mirae Asset@Strong Buy@@main
CIMB@Outperform@@init
Credit Suisse@Neutral@@main
Mirae Asset@Buy@@main
Jefferies@Buy@@main
Barclays@Overweight@@main
Deutsche Bank@Buy@@main
Deutsche Bank@Hold@Buy@down
Barclays@Overweight@@main
Credit Suisse@Neutral@@main
Jefferies@Buy@@main
Jefferies@Hold@Buy@down
Credit Suisse@Underperform@Neutral@down
Stifel Nicolaus@Buy@@main
Credit Suisse@Underperform@@main
JG Capital@Overweight@@init
Maxim Group@Sell@@init
Credit Suisse@Underperform@@main
PiperJaffray@Overweight@@main
Barclays@Equal-Weight@Overweight@down
Jefferies@Hold@@main
Stifel Nicolaus@Hold@Buy@down
Barclays@Equal-Weight@@main
Raymond James@Market Perform@Outperform@down
PiperJaffray@Overweight@@main
CLSA@Underperform@Outperform@down
86 Research@Buy@Hold@up
Maxim Group@Sell@@main
Barclays@Equal-Weight@@main
Brean Capital@Hold@@down
Exane BNP Paribas@Buy@@init
Citigroup@Neutral@Sell@up
Barclays@Overweight@Equal-Weight@up
CLSA@Buy@Underperform@up
Barclays@Overweight@Equal-Weight@up
Morgan Stanley@Overweight@Equal-Weight@up
Nomura@Buy@@main
Citigroup@Buy@Hold@up
Jefferies@Hold@@main
Pacific Crest@Outperform@@main
Credit Suisse@Outperform@@init
Bank of America@Buy@@main
Maxim Group@Hold@Sell@up
Citigroup@Buy@@main
Exane BNP Paribas@Hold@Buy@down
Jefferies@Buy@Hold@up
Goldman Sachs@Neutral@@main
Brean Capital@Buy@Hold@up
HSBC@Overweight@@main
Credit Suisse@Outperform@@main
Maxim Group@Buy@Hold@up
Goldman Sachs@Buy@Neutral@up
Stifel@Buy@Hold@up
Morgan Stanley@Equal-weight@Overweight@down
Stifel Nicolaus@Buy@@main
Deutsche Bank@Buy@Hold@up
Deutsche Bank@Buy@Hold@up
Morgan Stanley@Overweight@Equal-weight@up
CICC@Buy@Accumulate@up
Jefferies@Buy@@main
Stifel Nicolaus@Buy@@main
UBS@Neutral@@main
Macquarie@Outperform@@main
UBS@Buy@Neutral@up
Oppenheimer@Outperform@Market Perform@up
Morgan Stanley@Overweight@@main
Stifel Nicolaus@Hold@Buy@down
Oppenheimer@Outperform@@main
Summit Research Partners@Buy@@init
KeyBanc@Overweight@@main
Jefferies@Hold@Buy@down
CICC@Hold@Buy@down
T.H. Capital@Buy@Hold@up
JP Morgan@Neutral@Overweight@down
Keybanc@Overweight@@main
Pacific Crest@Overweight@@init
Bank of America@Buy@@main
Pacific Crest@Sector Weight@Overweight@down
Brean Capital@Hold@Buy@down
KeyBanc@Sector Weight@Overweight@down
Jefferies@Buy@Hold@up
Deutsche Bank@Hold@@main
Summit Research Partners@Hold@Buy@down
Daiwa Capital@Underperform@@down
PiperJaffray@Overweight@@main
Nomura@Neutral@Buy@down
Jefferies@Buy@@main
Credit Suisse@Outperform@@main
Deutsche Bank@Buy@Hold@up
Nomura@Neutral@@main
Jefferies@Buy@@main
Brean Capital@Buy@Hold@up
Macquarie@Outperform@@main
Morgan Stanley@Overweight@@main
Jefferies@Buy@@main
Citigroup@Neutral@Buy@down
Citigroup@Neutral@@main
Deutsche Bank@Hold@Buy@down
OTR Global@Mixed@Negative@up
Credit Suisse@Neutral@Outperform@down
Macquarie@Neutral@Outperform@down
JP Morgan@Neutral@Underweight@up
Stifel Nicolaus@Buy@Hold@up
Nomura@Buy@Neutral@up
Barclays@Equal-Weight@@main
JP Morgan@Neutral@@main
Barclays@Equal-Weight@@main
Oppenheimer@Outperform@@main
Jefferies@Hold@Buy@down
Barclays@Equal-Weight@Equal-Weight@main
Daiwa Capital@Outperform@Hold@up
Morgan Stanley@Overweight@Equal-Weight@up
Daiwa Capital@Buy@Outperform@up
Barclays@Equal-Weight@Equal-Weight@main
Bernstein@Market Perform@Underperform@up
Credit Suisse@Neutral@Outperform@down
KeyBanc@Overweight@Sector Weight@up
Credit Suisse@Outperform@Neutral@up
Deutsche Bank@Buy@Buy@main
Nomura@Neutral@Neutral@main
Barclays@Equal-Weight@Equal-Weight@main
Morgan Stanley@Equal-Weight@Overweight@down
Citigroup@Buy@Buy@main
Oppenheimer@Perform@Outperform@down
China Renaissance@Hold@Buy@down
Barclays@Equal-Weight@@main
Nomura@Neutral@@main
JP Morgan@Neutral@@main
KeyBanc@Overweight@@main
OTR Global@Mixed@Positive@down
KeyBanc@Overweight@@main
Nomura@Neutral@@main
KeyBanc@Overweight@@main
Barclays@Equal-Weight@@main
Morgan Stanley@Overweight@Equal-Weight@up
Bernstein@Outperform@Market Perform@up
CCB International@Outperform@Neutral@up
Daiwa Capital@Outperform@Hold@up
Oppenheimer@Outperform@Perform@up
Loop Capital@Hold@@main
Oppenheimer@Outperform@@main
KeyBanc@Overweight@@main
KeyBanc@Overweight@@main
Barclays@Equal-Weight@@main
JP Morgan@Overweight@Neutral@up
B of A Securities@Buy@@reit
Susquehanna@Positive@@main
KeyBanc@Overweight@@main
Oppenheimer@Outperform@@main
Barclays@Equal-Weight@@main
KeyBanc@Overweight@@main
KeyBanc@Overweight@@main
Nomura Instinet@Neutral@@main
