Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@EDP Services@$192.00@$181.70/$177.80@640,778@2,578,056@$181.23@$226.83/$107.75@42,433,950,000@0.0@-147.34@$-2.28@N/A@N/A@N/A@N/A@1.0
