OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@49,882,350@1,385,003@2.856%@$3,339,623
BLACKROCK INC.@03/31/2020@49,078,560@-2,655,655@-5.133%@$3,285,810
JPMORGAN CHASE & CO@03/31/2020@36,686,377@-1,992,634@-5.152%@$2,456,153
MAGELLAN ASSET MANAGEMENT LTD@03/31/2020@30,288,696@-752,116@-2.423%@$2,027,828
STATE STREET CORP@03/31/2020@29,027,578@591,600@2.08%@$1,943,396
